LK0038|业余无线电台使用的发射设备必须符合下列条件：|B|||商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备不受限制|商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备应通过国家相关技术标准的检测|国产商品设备应当具备《无线电发射设备型号核准证》，国外商品设备符合国际流行技术标准即可|必须具备《无线电发射设备型号核准证》
LK0039|对业余无线电台专用无线电发射设备进行型号核准的依据为：|A|||国家《无线电频率划分规定》中有关无线电发射设备技术指标的规定|经国家认证的检测单位所制订的技术标准|地方无线电管理机构制订的技术标准|国家关于专业无线电通信发射设备的技术标准
LK0040|业余无线电台专用无线电发射设备的发射频率必须满足的条件是：|D|||发射频率包含至少一个业余业务或者卫星业余业务频段|发射频率包含所有业余业务或者卫星业余业务频段|发射频率可以在业余频段和非业余频段之间选择|发射频率不能超越业余业务或者卫星业余业务频段
LK0116|业余电台的无线电发射设备应符国家规定的下列主要技术指标：|D|||杂散发射不低于最大允许功率电平、电源电压及频率符合国家电网标准、采用标准天线阻抗|杂散发射不低于最大允许功率电平、频率漂移不低于频率容限、电源利用效率满足节能要求|工作频率范围足够宽、杂散发射不低于最大允许功率电平、带宽大于允许最低值|符合频率容限、符合杂散发射最大允许功率电平
LK0117|频率容限是发射设备的重要指标，通常用下述单位来表示：|A|||百万分之几（或者赫兹）|dB|百分之几（或者兆赫）|瓦
LK0118|杂散域发射功率是发射设备的重要指标，通常用下述单位来表示：|B|||百分之几|绝对功率dBm、低于载波发射功率的分贝值dBc、低于PEP发射功率的相对值dB|绝对功率（瓦）|千赫（或者赫芝）
LK0125|辐射（radiation）是指任何源的能量流以无线电波的形式向外发出。正确的说法是：|A|||闪电产生的电磁波干扰是一种辐射|沿电源线窜入接收机的差模干扰是一种辐射|射频电路中变压器内磁芯里的磁场是一种辐射|射频电路中电容器内极板间的电场是一种辐射
LK0126|发射（emission）是指：由无线电发信电台产生的辐射或辐射产物。正确的说法是：|C|||医用高频电疗机向周围发送的无线电波能量是一种发射|闪电产生的电磁波干扰是一种发射|业余电台向周围发送的杂散产物是一种发射|无线电接收机本地振荡器辐射的能量是一种发射
LK0137|杂散发射是指必要带宽之外的一个或多个频率的发射，其发射电平可降低而不致影响相应信息的传输。一台发射机，工作频率为145.000MHz，但在435.000MHz的频率上也有发射。这种发射属于：|D|||带外发射|谐波发射|带内发射|杂散发射
LK0139|业余无线电专用发射设备必须满足的主要技术指标要求包括：|B|||发射功率不低于功率限额，输出阻抗符合工业标准|频率容限和杂散辐射不超过限值，发射频率不超出国家规定的业余频率|频率容限不低于限值，杂散辐射不超过限值，发射频率不超出国家规定的业余频率|频率容限和杂散辐射不超过限值，发射频率包括国家规定的业余频率
LK0047|业余无线电台使用的频率应当符合下述规定：|C|||IARU三区“频率规划”|一般业余无线电书籍所叙述的频率|《中华人民共和国无线电频率划分规定》|ITU《无线电规则》第IV节“频率划分表”
LK0048|业余无线电台在业余业务、卫星业余业务作为次要业务使用的频率或者与其他主要业务共同使用的频率上发射操作时，应当注意：|D|||只要遵守了《中华人民共和国无线电频率划分规定》的有关规定即可放心使用|可以任意使用，但在遇到其他业务电台使用时要主动避让|首先守听频率是否已由其他业务电台占用，如听不到，即可按照先来先用的原则放心使用|遵守无线电管理机构对该频率的使用规定
LK0049|关于业余频率的使用，正确的叙述是：|A|||业余无线电台在无线电管理机构核准其使用的频段内，享有平等的频率使用权|依法成立的地方业余无线电民间组织的业余电台，在其常用的台网频率上享有比其他个人设置的业余电台优先的使用权|任何业余无线电台在任何频段都享有平等的频率使用权|业余无线电台在无线电管理机构核准其使用的频段内，不同类别的业余电台享有不同优先程度的频率使用权
LK0113|在无线电管理中，由国家将某个特定的频带列入频率划分表，规定该频带可在指定的条件下供业余业余业务或者卫星业余业务使用，这个过程称为：|A|||划分|授权|分配|指配
LK0114|在无线电管理中，将无线电频率或频道规定由一个或多个部门，在指定的区域内供地面或空间无线电通信业务在指定条件下使用，这个过程称为：|B|||授权|分配|指配|划分
LK0115|在无线电管理中，将无线电频率或频道批准给具体的业余无线电台在规定条件下使用，这个过程称为：|B|||划分|指配|分配|授权
LK0140|在频率划分表中，一个频带被标明划分给多种业务时，这些业务被分为下述类别：|D|||安全业务和一般业务|民用业务和军用业务|业余业务和非业余业务|主要业务和次要业务
LK0141|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台应该遵循的规则是：|B|||可要求保护不受来自主要业务电台的有害干扰|不得对主要业务电台产生有害干扰|容许因设备技术问题对主要业务电台产生短时间有害干扰|不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求
LK0142|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|A|||不得对来自主要业务电台的有害干扰提出保护要求|容许因设备技术问题对主要业务电台产生短时间有害干扰|可要求保护不受来自主要业务电台的有害干扰|不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求
LK0143|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|A|||可要求保护不受来自同一业务或其他次要业务电台的有害干扰|可要求保护不受来自主要业务电台的有害干扰|容许因设备技术问题对主要业务电台产生短时间有害干扰|不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求
LK0119|必要带宽（necessary bandwidth）是指：对给定的发射类别而言，其恰好足以保证在相应速率及在指定条件下具有所要求质量的信息传输的所需带宽。业余电台单边带话音通信SSB、低速莫尔斯电码通信CW、调频话音通信FM和业余电视ATV的必要带宽分别是：|A|||3000Hz、400Hz、12.5kHz、5MHz|12.5kHz、5MHz、400Hz、2700Hz|5MHz、3000Hz、400Hz、12.5kHz|3000Hz、400Hz、5MHz、12.5kHz
LK0231|为了满足我国《无线电频率划分规定》“电台的技术特性”关于无线电通信“把带宽保持在技术状态和该项业务的性质所允许的最低值上”的要求，业余电台操作者应了解各种通信方式的必要带宽。决定必要带宽的因素是：|D|||发射设备的功率越大，必要带宽越宽|接收设备的灵敏度越高，必要带宽越宽|通信距离越近，必要带宽越宽|所要传输的信息速率越高、整个通信系统的噪声干扰越大，必要带宽越宽
LK0136|带外发射是指由于调制过程而产生的、刚超出必要带宽的一个或多个频率的发射，但杂散发射除外。如果单边带发射机在发送由两个音频信号组成的双音信号时，产生的三阶互调分量刚超出了必要带宽3kHz。这种分量的发射属于：|D|||杂散发射|谐波发射|带内发射|带外发射
LK0173|分配给业余业务的某频段的频率下限为F1，业余电台实际可以工作的发信频率应为：|A|||F1+信号下边带的频率宽度|F1|F1-信号下边带的频率宽度|F1-2×信号下边带的频率宽度
LK0174|分配给业余业务的某频段的频率上限为F2，业余电台实际可以工作的发信频率应为：|A|||F2-信号上边带的频率宽度|F2|F2-2×信号上边带的频率宽度|F2+信号上边带的频率宽度
LK0144|我国分配给业余业务和卫星业余业务专用的频段有：|A|||7MHz、14MHz、21MHz、28MHz、47GHz频段|7MHz、14MHz、28MHz、144MHz、430MHz频段|3.5MHz、14MHz、21MHz、28MHz、10GHz频段|7MHz、14MHz、21MHz、28MHz、144MHz频段
LK0145|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为主要业务之一的30MHz以下频段有：|A|||1.8MHz、3.5MHz、14.25MHz、18.068MHz、24.89MHz频段|1.8MHz、10.1MHz、14.25MHz、18.068MHz、21.45MHz频段|3.5MHz、10.1MHz、14.25MHz、18.068MHz、29.7MHz频段|3.5MHz、7MHz、14.25MHz、21MHz、24.89MHz频段
LK0146|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为主要业务的VHF和UHF频段有：|A|||50MHz、144MHz|220MHz、430MHz|50MHz、430MHz|144MHz、430MHz
LK0147|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为唯一主要业务的频段的个数以及在3GHz以下的该类频段分别为：|C|||5个，28-29.7MHz|5个，50-54MHz|3个，144-146MHz|4个，7.0-7.2MHz
LK0148|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为次要业务的1200MHz以下频段有：|A|||135.7kHz、10.1MHz、430MHz|10.1MHz、24.89MHz、430MHz|3.5MHz、7MHz、50MHz|3.5MHz、18.068MHz、144MHz
LK0157|俗称的6米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|A|||50-54MHz，主要业务|50-52MHz，次要业务|51-54MHz，专用|52-56MHz，次要业务
LK0158|俗称的2米业余波段的频率范围以及我国业余业务和卫星业余业务的使用状态分别为：|B|||144-146MHz；专用|144-148MHz；其中144-146MHz为唯一主要业务，146-148MHz为与其他业务共同作为主要业务|144-148MHz；其中144-146MHz为专用，146-148MHz为次要业务|144-148MHz；次要业务
LK0159|俗称的0.7米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|A|||430-440MHz，次要业务|430-440MHz，主要业务|430-440MHz，专用|420-470MHz，次要业务
LK0160|在我国和多数其他国家的频率分配中，业余业务在430-440MHz频段中作为次要业务与其他业务共用。这个频段中我国分配的主要业务是：|B|||移动业务|无线电定位和航空无线电导航|固定业务|水上移动和航空移动
LK0171|VHF业余无线电台在144MHz频段进行本地联络时应避免占用的频率为：|A|||144-144.035MHz和145.8-146MHz|144.035-144.053MHz和145.550-145.750MHz|144.035-145.8MHz|144.050-144.053MHz和145.100-145.750MHz
LK0172|UHF业余无线电台在430MHz频段进行本地联络时应避免占用的频率为：|D|||430-431.2MHz和435-436MHz|431-432MHz和438-440MHz|430-431.9MHz和432.240-435MHz|431.9-432.240MHz和435-438MHz
LK1031|430MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|C|||432MHz至434MHz|438MHz至439MHz|435MHz至438MHz|433MHz至435MHz
LK1032|144MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|A|||145.8MHz至146MHz|144.8MHz至145MHz|144.2MHz至144.5MHz|145.4MHz至144.6MHz
LK0220|我国无线电频率划分表划分给业余业务使用的最接近无线宽带WiFi频率的频带为2,300-2,450MHz，属于无线电频谱的下列频带（波段）：|A|||特高频（分米波）|超高频（厘米波）|甚高频（米波）|高频（短波）
LK0221|我国无线电频率划分表划分给业余业务使用的最接近无线宽带WiFi频率的频带为2,300-2,450MHz，属于无线电频谱的下列频带（波段）：|B|||HF|UHF|VHF|SHF
LK0222|我国无线电频率划分表划分给业余业务使用的最接近C波段卫星电视广播频率的频带是5.650-5.850GHz，属于无线电频谱的下列频带（波段）：|D|||特高频（分米波）|甚高频（米波）|极高频（毫米波）|超高频（厘米波）
LK0223|我国无线电频率划分表划分给业余业务使用的最接近C波段卫星电视广播频率的频带是5.650-5.850GHz，属于无线电频谱的下列频带（波段）：|A|||SHF|VHF|UHF|EHF
LK0224|我国无线电频率划分表划分给业余业务使用的最接近Ku波段卫星电视广播频率的频带10-10.5GHz，属于无线电频谱的下列频带（波段）：|A|||超高频（厘米波）|甚高频（米波）|极高频（毫米波）|特高频（分米波）
LK0225|我国无线电频率划分表划分给业余业务使用的最接近Ku波段卫星电视广播频率的频带10-10.5GHz，属于无线电频谱的下列频带（波段）：|B|||VHF|SHF|EHF|UHF
LK0226|我国无线电频率划分表划分给业余业务使用的最高频带为241GHz-250GHz，属于无线电频谱的下列频带（波段）：|B|||超高频（厘米波）|极高频（毫米波）|至高频（丝米波或亚毫米波）|特高频（分米波）
LK0227|我国无线电频率划分表划分给业余业务使用的最高频带为241GHz-250GHz，属于无线电频谱的下列频带（波段）：|A|||EHF|SHF|THF|UHF
LK0212|我国无线电频率划分表划分给业余业务使用的最低频带为135.7-137.8 kHz，属于无线电频谱的下列频带（波段）：|B|||超低频（超长波）|低频（长波）|特低频（特长波）|甚低频（甚长波）
LK0213|我国无线电频率划分表划分给业余业务使用的最低频带为135.7-137.8 kHz，属于无线电频谱的下列频带（波段）：|A|||LF|ULF|VLF|SLF
LK0214|我国无线电频率划分表划分给业余业务使用的1,800kHz-2,000kHz属于无线电频谱的下列频带（波段）：|B|||低频（长波）|中频（中波）|甚高频（米波）|高频（短波）
LK0215|我国无线电频率划分表划分给业余业务使用的1,800kHz-2,000kHz属于无线电频谱的下列频带（波段）：|C|||HF|LF|MF|VHF
LK0216|我国无线电频率划分表划分给业余业务使用的28MHz-29.7MHz属于无线电频谱的下列频带（波段）：|D|||甚高频（米波）|中频（中波）|低频（长波）|高频（短波）
LK0217|我国无线电频率划分表划分给业余业务使用的28MHz-29.7MHz属于无线电频谱的下列频带（波段）：|D|||VHF|MF|LF|HF
LK0218|我国无线电频率划分表划分给业余业务使用的50MHz-54MHz属于无线电频谱的下列频带（波段）：|A|||甚高频（米波）|特高频（分米波）|超高频（厘米波）|高频（短波）
LK0219|我国无线电频率划分表划分给业余业务使用的50MHz-54MHz属于无线电频谱的下列频带（波段）：|D|||HF|SHF|UHF|VHF
LK0149|我国分配给业余业务和卫星业余业务的频率最高的频段及其共用类别是：|A|||248-250GHz，唯一主要业务|77.5-78GHz，主要业务|47-47.2GHz，专用业务|134-136GHz，唯一主要业务
LK0150|国际业余无线电界把WARC-76增加分配给业余业务和卫星业余业务的三个HF频段俗称为WARC频段，它们的频率范围是：|D|||10.068-10.168MHz、18.1-18.15MHz、24.89-24.99MHz|10.1-10.15MHz、18.89-18.99MHz、24.068-24.168MHz|10.89-10.88MHz、18.1-18.15MHz、24.068-24.168MHz|10.1-10.15MHz、18.068-18.168MHz、24.89-24.99MHz
LK0161|我国和ITU分配给业余业务和卫星业余业务的属于低频（LF）和中频（MF）范围的频段分别为：|D|||我国 135.7-137.8kHz；ITU为 137.8-139.6kHz|我国和ITU均为 135.7-137.8kHz|我国和ITU均为472-479kHz|我国 135.7-137.8kHz；ITU 137.8-138.6kHz和472-479kHz
LK0151|俗称的40米业余波段，其在ITU1、2、3区的频率范围以及业余业务和卫星业余业务的使用状态分别为：|A|||7.0-7.2MHz、7.0-7.3MHz、7.0-7.2MHz，专用|7.0-7.1MHz、7.0-7.2MHz、7.0-7.3MHz，专用|7.0-7.3MHz、7.0-7.3MHz、7.0-7.2MHz，专用|7.0-7.3MHz、7.0-7.3MHz、7.0-7.3MHz，专用
LK0152|俗称的160米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|A|||1800-2000kHz，主要业务|1900-2000kHz，主要业务|1800-1900kHz，次要业务|1700-1900kHz，专用业务
LK0153|俗称的80米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D|||3.5-3.6MHz，专用业务|3.5-4.0MHz，主要业务|3.5-3.9MHz，次要业务|3.5-3.9MHz，主要业务
LK0154|俗称的20米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|C|||14-14.15MHz为专用，14.15-14.25为主要业务|14-14.35MHz，专用|14-14.25MHz为专用，14.25-14.35为主要业务|14-14.35MHz为专用，14.35-14.45为主要业务
LK0155|俗称的15米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D|||21-21.35MHz，专用|21-21.45MHz，主要业务|21-21.45MHz，次要业务|21-21.45MHz，专用
LK0156|俗称的10米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|C|||28-29.7MHz，主要业务|28-30MHz，次要业务|28-29.7MHz，专用|28-29.6MHz，专用
LK0162|短波业余电台应避免在IARU信标工作频率±500Hz的范围内发射电波。这些频率是：|A|||14.100MHz、18.110MHz、21.150MHz、24.930MHz、28.200MHz|7.100MHz、10.070MHz、14.100MHz、21.100MHz、28.200MHz|7.150MHz、14.110MHz、18.150MHz、21.150MHz、28.150MHz|14.150MHz、18.100MHz、21.200MHz、24.930MHz、28.200MHz
LK0163|不能用于通话的HF业余频段为：|A|||10MHz业余频段|18MHz业余频段|1.8MHz业余频段|14MHz业余频段
LK0164|我国短波业余电台在7MHz频段进行LSB通话时可以实际占用的频率为：|C|||7.023-7.200MHz|7.000-7.100MHz|7.030-7.200MHz|7.000-7.200MHz
LK0165|短波业余电台在14MHz频段进行USB通话时可以实际占用的频率为：|C|||14.070-14.250MHz|14.000-14.250MHz|14.100-14.350MHz|14.030-14.350MHz
LK0166|短波业余电台在18MHz频段进行USB通话时可以实际占用的频率为：|C|||18.110-18.170MHz|18.1005-18.180MHz|18.1105-18.168MHz|18.068-18.186MHz
LK0167|短波业余电台在21MHz频段进行USB通话时可以实际占用的频率为：|C|||21.125-21.45MHz|21-21.35MHz|21.125-21.45MHz，除去21.1495-21.1505|21-21.45MHz
LK0168|短波业余电台在24MHz频段进行USB通话时可以实际占用的频率为：|A|||24.9305-24.99MHz|24.9205-24.99MHz|24.890-24.98MHz|24.928-24.988MHz
LK0169|短波业余电台在29MHz频段进行USB通话时可以实际占用的频率为：|D|||28.250-29.7MHz|28-29.7MHz|28.2-29.6MHz|28.3-29.3MHz
LK0170|短波业余电台在29MHz频段进行FM通话时可以实际占用的频率为：|A|||29.51-29.7MHz|28-29.7MHz|28.3-29.510MHz z|29.3-29.7MHz
LK0272|按照有关规定，144MHz和430MHz频段业余中继台的上下行频差应分别为：|B|||5MHz、5MHz|0.6MHz、5MHz。|2MHz、10MHz|7.5MHz、10MHz
LK1033|28MHz业余频段中留给业余卫星通信、话音及其他通信方式不应占用的频率段为：|D|||29.15MHz至29.35MHz|28.3MHz至28.61MHz|28.7MHz至28.95MHz|29.3MMz至29.51MHz
LK0263|为什么不能在低于1.2GHz的业余频段进行常规的ATV通信？|A|||ATV通信需占5MHz左右带宽，较低业余频段不足以容纳|多数话音通信集中在较低频段，易对ATV通信产生严重干扰|频率越高，ATV传输画面的质量越稳定|多数话音通信集中在较低频段，而ATV画面发射时间通常较长，所以要主动避让
LK0124|商用业余单边带电台的语音信号通道为300-3000Hz，高音频部分衰减很大。如果希望对设备进行改装，以将信号带宽扩展到30-16000Hz，大大提升信号质量。可行的方案是：|A|||放弃该目标，不应超越业务性质所允许的必要带宽最低值|将原单边带信道的晶体滤波器更换为带宽更宽的滤波器|配用广播级超高音质话筒|在话筒电路中增加分段可控音频均衡电路以提升话筒信号的高音分量
LK0077|《业余无线电台管理办法》规定业余无线电台设置、正确使用业余无线电台呼号的办法规是：|A|||业余无线电台应当在每次通信建立及结束时，主动报出本台呼号，在发射过程中至少每十分钟报出本台呼号一次；对于通信对方，也应使用对方电台的呼号加以标识|业余电台在通信中可以用姓名、代号、适当的别名或者法规定呼号的部分数字和字母代替完整的业余电台呼号作为电台的标识|业余电台在和熟悉的通信对象联络、已经从信号特征确认双方业余电台身份时，可以省略呼号的发送|业余电台在通信中可以用自造的呼号作为无线电管理机构指配的业余电台呼号的补充，一起作为电台的标识
LK0078|业余无线电台应当在每次通信建立及结束时，主动报出本台呼号，在发射过程中至少每十分钟报出本台呼号一次。这里的“呼号”是指：|B|||可以是完整的电台呼号，也可以是完整电台呼号的任何一部分|完整的电台呼号，如在设台地以外的地点进行异地发射操作，还应在前面加上字母B、操作地分区号和符号“/”|一般指无线电管理机构指配的电台呼号，但也可以是对方能够理解的民间自创呼号、代号、代码等|可以是完整的电台呼号，也可以是电台呼号的分区号加后缀
LK0080|业余无线电台呼号的指配流程是：|C|||业余无线电台设台人在提交设台申请的同时提出所要求指配的呼号，经服务机构同意后，报无线电管理机构正式指配|无线电管理机构核发业余无线电台执照后，由申请人再向其申请指配呼号|无线电管理机构核发业余无线电台执照时，同时指配业余无线电台呼号|在向无线电管理机构委托的受理服务机构提交设台申请窗口后，由服务机构指配呼号
LK0081|业余无线电爱好者对业已指配给自己的电台呼号不满意，是否可以申请另行指配业余无线电台呼号？|D|||可以申请另行指配业余无线电台呼号，但须缴纳额外的费用|更新所设置的业余无线电台类别时可以申请另行指配业余无线电台呼号|业余无线电台执照有效期届满、设台人向核发执照的无线电管理机构申请办理延续手续时可以申请另行指配业余无线电台呼号|不可以。核发业余无线电台执照的无线电管理机构已经为申请人指配业余无线电台呼号的，不另行指配其他业余无线电台呼号
LK0082|各地业余无线电台呼号前缀字母和后缀字符的可用范围的确定方法是：|A|||由国家无线电管理机构编制和分配|地方无线电民间组织提出建议，当地无线电管理机构批准|地方无线电管理机构根据当地呼号资源的使用情况自行分配|由业余无线电爱好者根据需求提出建议，当地无线电管理机构批准
LK0083|业余无线电爱好者是否可要求设台地所在地方无线电管理机构给予指配超出业已分配给该地方的前缀字母和后缀字符可用范围的业余无线电台呼号？|D|||可以，但只限于与当地政府组织的大型科技活动有关的特殊电台|可以，但只限于与在当地所举办的大型国际或国家级活动有关的特殊电台|可以，但只限于当地业余无线电台参加国际重要业余无线电活动的特殊情况|不能，特殊业余无线电台呼号只能由国家无线电管理机构指配
