28-Third-tw-108|28|在自選呼號規定之下，誰可以選擇所要的呼號?|A|||臨時或特殊業餘電臺|只有擁有一等或二等業餘電臺執照者|擁有業餘電臺執照已有連續十年以上者|只有一等業餘電臺執照者
29-Third-tw-108|29|目前我國業餘電人員執照的等級為何?|B|||一等、三等、四等|一等、二等、三等|一等、二等、三等、四等|一等、二等、四等
30-Third-tw-108|30|何時業餘電臺允許傳輸隱藏信息意義的編碼或密碼？|B|||只有在操作行動電臺時|只有經NCC核准時|只有在使用1,280 百萬赫以上的頻率時|只在比賽期間
31-Third-tw-108|31|業餘電臺授權傳輸音樂的唯一時間是什麼時候？|D|||音樂不產生混附發射時|為干擾非法傳輸目的時|在1,280百萬赫以上傳輸音樂時|當與載人太空船通信的授權轉傳有關時
32-Third-tw-108|32|業餘無線電人員何時可以通知其他業餘無線電人員，他們的電臺設備要出售或交易？|B|||當要價是新臺幣3000元或更低時|在業餘電臺正常使用的設備，並且此類活動不是定期進行的|當要價低於其評估價值時|當設備不是執照所有人、控制人員或其近親的個人財產時
33-Third-tw-108|33|有關被視為傳送不雅或淫穢的語言的限制是什麼？|C|||沒有這種禁止|美國聯邦通信委員會保留一份不允許在業餘頻率上使用的字詞列表|禁止任何此類語言|國際電聯保留一份不允許用於業餘頻率的字詞列表
34-Third-tw-108|34|哪些類型的業餘電臺可以自動轉發其他業餘電臺的信號？|A|||中繼電臺或太空電臺|輔助電臺或地球電臺|地球電臺、中繼電臺或太空電臺|信標電臺、中繼電臺或太空電臺
35-Third-tw-108|35|假設沒有其他方法可用，下列哪些情況下，業餘電臺可以被授權傳輸有關廣播、節目製作或新聞採訪的信號？|A|||直接涉及人類生命或財產保護的情況下|只有在使用連接到網際網路的業餘中繼電臺時|只有在與太空梭間進行廣播通信的情況下|僅在非商業節目收集並專供國家公共廣播網路使用時
36-Third-tw-108|36|業餘無線電中“廣播”一詞的含義是什麼？|C|||只傳輸給業餘同好的消息|音樂的傳播|用於公眾接收的傳輸|業餘電臺的雙向傳輸
37-Third-tw-108|37|業餘無線電臺可以在下列哪些情況下進行廣播？|B|||在任何情況下|傳送編碼案例、公告信息或提供緊急通信所需的傳輸|任何時候只要沒有音樂傳輸|任何時候只要傳送的資料不是來自商業廣播電臺
38-Third-tw-108|38|何時允許業餘電臺在沒有控制員的情況下進行傳輸？|A|||從來都不行|當發射電臺是示標電臺時|使用自動控制時，例如在中繼電臺的情況下|當電臺執照持有人離開時，另一個有業餘無線電人員正在使用該電臺
39-Third-tw-108|39|誰可以指定一個電臺的執照持有人為業餘電臺的控制員？|A|||NCC核發業餘無線電臺執照持有人或獲得外國人互惠授權的人|18歲以上的任何人|電臺執照持有人的任何家庭成員|任何我國公民或有居留的外國人
40-Third-tw-108|40|誰必須指定電臺控制員？|D|||國防部|頻率協調員|國際電聯會|電臺執照持有人
41-Third-tw-108|41|什麼決定了業餘電臺的頻率傳輸優先權？|B|||頻率協調員授權的頻率|由控制員持有的業餘無線電人員執照等級|電臺執照持有人持有的業餘無線電人員執照等級|處所內任何人持有的最高級別的業餘無線電人員執照
42-Third-tw-108|42|什麼是業餘電臺控制點？|C|||電臺發射天線的地點|電臺發射設備的地點|控制員執行控制作業任務的地點|電臺執照持有人的郵寄地址
43-Third-tw-108|43|APRS網路數位中繼站在什麼類型的控制下運行？|B|||遠程|自動|手動|即席
44-Third-tw-108|44|當控制員不是電臺執照持有人時，誰負責電臺的正常操作？|A|||控制員和電臺執照持有人負有同等責任|只有控制員|所有持有執照的業餘無線電人員|只有電臺執照持有人
45-Third-tw-108|45|以下哪個是自動控制的例子？|D|||透過網際網路控制電臺|使用電腦或其他設備自動發送CW|使用電腦或其他設備自動識別|中繼電臺操作
46-Third-tw-108|46|當控制員在控制點時，屬於使用什麼類型的控制？|B|||無人值守的控制|即席控制|無線電控制|自動控制
47-Third-tw-108|47|以下哪一項是業餘無線電管理辦法的遙控控制作業案例？|A|||通過網際網路操作電臺|通過業餘無線電控制模型飛機、船隻或汽車|以上皆是|中繼電臺操作
48-Third-tw-108|48|除非在電臺紀錄文件中有記錄，否則NCC會假定誰是業餘電臺的控制員？|C|||電臺管理者|操作電臺設備的人|電臺執照持有人|第三方參與者
49-Third-tw-108|49|在正常情況下， 三等業餘無線人員何時可做為一等業餘電臺的控制員？|A|||在任何時候都不行|操作特殊活動電臺時|使用其受託人是額外等級操作的俱樂部電臺時|作為多人操作比賽隊伍的一部分
50-Third-tw-108|50|在社群服務網路操作期間使用諸如“競賽總部”這樣的戰術標識符時，您的電臺多久必須發送該電臺的NCC指定呼號？|B|||在每次傳輸結束時|每次通信結束時和通信過程中每隔10分鐘|從來沒有，戰術呼號已足夠|每隔1小時1次
51-Third-tw-108|51|什麼時候業餘電臺需要發送被指配的呼號？|D|||在每次聯繫開始時，以及此後每隔15分鐘|通信中至少每隔15分鐘和通信結束時|每次傳輸至少1次|通信中至少每隔10分鐘和通信結束時
52-Third-tw-108|52|在電話頻段操作時，以下哪一種語言可適合用於電臺識別？|D|||國際電聯會承認的任何語言|英文，法文或西班牙文|聯合國承認的任何語言|英語
53-Third-tw-108|53|傳輸電話信號的電臺需要哪種呼號識別方法？|B|||傳送呼號，然後是指示符RPT|使用CW或電話發射傳送呼號|僅使用電話發射傳送呼號|發送呼號，然後是指示符R
54-Third-tw-108|54|使用電話傳輸識別時，以下哪種格式的自分配指示符是可以接受的？|B|||KL7CC\W3|以上皆是|KL7CC/W3|KL7CC-W3
55-Third-tw-108|55|什麼類型的業餘電臺同時在不同的頻道上重送另一個業餘電臺的信號？|A|||中繼電臺|地球電臺|信息轉發電臺|示標電臺
56-Third-tw-108|56|如果中繼電臺無意中重送違反NCC規定的通信，誰應負責？|A|||來源電臺的控制員|來源電臺和中繼電臺的所有者|中繼電臺的所有者|中繼電臺的控制員
57-Third-tw-108|57|何時電臺持有者必須將其電臺及紀錄提供給NCC檢查？|D|||在NCC通知此類檢查後十天內的任何時間|只有在未遵守NCC違規通知後|只有在獲得NCC官員或政府代理的有效授權書時才能提供|應NCC的要求
58-Third-tw-108|58|什麼情形才可以從事業餘無線電作業？|B|||不須經主管機關測試及格，亦不須取得業餘無線電人員執照|須經主管機關測試及格，並取得業餘無線電人員執照|只須經主管機關測試及格，不須取得業餘無線電人員執照|不須經主管機關測試及格，只須取得業餘無線電人員執照
59-Third-tw-108|59|取得業餘無線電人員執照後，可以做下列什麼操作？|C|||即可用於客運車行車調度之用|即可用於遊覽車行車調度之用|以上皆非|即可用於卡車行車調度之用
60-Third-tw-108|60|運輸業(含客運車、砂石車、遊覽車等)司機或隨車人員考取業餘無線電人員執照，亦不得於車上做行車業務使用，違反規定者，依電信法第67條之1第3項規定處的罰鍰為新臺幣1萬元以上、多少元以下？|A|||5 萬元|10 萬元|3 萬元|7 萬元
61-Third-tw-108|61|下列頻段何者為三等業餘無線電人員可以使用頻率範圍|D|||154-156 百萬赫|140-142 百萬赫|138-140 百萬赫|144-146 百萬赫
62-Third-tw-108|62|下列頻段何者為三等業餘無線電人員可以使用頻率範圍|D|||450-452 百萬赫|440-442 百萬赫|420-422 百萬赫|430-440 百萬赫
63-Third-tw-108|63|外國人欲於中華民國領域內從事業餘無線電作業的途徑有|B|||經我國業餘無線電人員測試及格，並取得業餘無線電人員執照，得借用具業餘無線電臺執照之業餘無線電臺操作使用|以上皆是|已取得國外業餘無線電人員執照，依業餘無線電管理辦法第四十一條規定辦理|取得我國居留權及業餘無線電人員執照，得逕向主管機關申設業餘無線電臺，經審驗合格，取得電臺執照後
64-Third-tw-108|64|業餘無線電人員從事業餘無線電活動時|D|||只須互相尊重，不須共同監督|只須維持自身的合法性|因屬業餘性質，可任意為之|應本互相尊重之精神共同監督之
65-Third-tw-108|65|我國業餘無線電人員資格分為|B|||不分等級|三個等級|二個等級|一個等級
66-Third-tw-108|66|那一等級之業餘無線電人員測試須進行摩氏電碼術科測試|C|||都需要測試|二等業餘無線電人員|都不需要測試|三等業餘無線電人員
67-Third-tw-108|67|一等業餘無線電人員測試題組為無線電規章與相關法規13題、無線電通訊方法15題、無線電系統原理15題、無線電相關安全防護3題、電磁相容性技術2題、射頻干擾的預防與排除2題，共計50題，測試及格至|C|||25 題|15 題|40 題|32 題
68-Third-tw-108|68|二等業餘無線電人員測試題組為無線電規章與相關法規12題、無線電通訊方法12題、無線電系統原理10題、無線電相關安全防護2題、電磁相容性技術2題、射頻干擾的預防與排除2題，共計40題，要測試及格至少應答對多少題？|C|||10 題|25 題|32 題|15 題
69-Third-tw-108|69|三等業餘無線電人員測試題組為無線電規章與相關法規13題、無線電通訊方法13題、無線電系統原理6題、無線電相關安全防護1題、電磁相容性技術1題、射頻干擾的預防與排除1題，共計35題，要測試及格至少應答對多少題？|A|||25 題|15 題|20 題|10 題
70-Third-tw-108|70|業餘無線電人員自測試及格日起，多久以內向主管機關申請業餘無線電人員執照|D|||一星期|三年|一個月|一年
71-Third-tw-108|71|參加一等業餘無線電人員測試之條件為何？|A|||持有二等業餘無線電人員執照且設置二等業餘無線電臺達一年以上，同時業餘無線電人員及電臺執照均需在有效期間內。|持有二等業餘無線電人員執照且設置三等業餘無線電臺達一年以上者|持有三等業餘無線電人員執照且設置三等業餘無線電臺達一年以上者|持有三等業餘無線電人員執照且設置三等業餘無線電臺達二年以上者
72-Third-tw-108|72|業餘無線電人員測試及格後，要向誰申請核發業餘無線電人員執照？|C|||當地業餘無線電團體|當地公路監理站（所）|主管機關|內政部
73-Third-tw-108|73|業餘無線電人員參加業餘無線電人員二等測試及格，可以申請那一等級的業餘無線電人員執照？|C|||不能申請|三等|二等|一等
74-Third-tw-108|74|非業餘無線電人員參加業餘無線電人員測試及格，可以申請那一等級的業餘無線電人員執照？|A|||三等|不能申請|二等|一等
75-Third-tw-108|75|二等業餘無線電人員要參加一等業餘無線電人員測試時，其二等業餘無線電臺設置已達具備|B|||一年以下|一年以上|六個月以下|三個月以下
76-Third-tw-108|76|王大明在未取得業餘無線電人員執照下，參加二等業餘無線電人員測試及格後，發現先前三等業餘無線電人員測試及格已超過一年，他可以申請什麼業餘無線電人員執照？|A|||不能申請|三等|二等|一等
77-Third-tw-108|77|王大明在未取得業餘無線電人員執照下，參加二等業餘無線電人員測試不及格，發現先前三等業餘無線電人員測試及格仍在一年內，他可以申請什麼業餘無線電人員執照？|B|||一等|三等|不能申請|二等
78-Third-tw-108|78|業餘無線電人員執照有效期間為|C|||七年|五年|十年|三年
79-Third-tw-108|79|一人可同時持有幾張業餘無線電人員執照|D|||二張|三張|四張|一張
80-Third-tw-108|80|業餘無線電人員執照有效期間為十年，應於期限屆滿前六個月起五個月內向誰申請換發執照？|D|||當地公路監理站（所）|當地業餘無線電團體|內政部|國家通訊傳播委員會
81-Third-tw-108|81|業餘無線電團體指|D|||依有線電視法規定成立，從事業餘無線電活動之團體|依廣電法成立，從事業餘無線電活動之團體|依電信法成立，從事業餘無線電活動之團體|依人民團體法成立，從事業餘無線電活動之團體
82-Third-tw-108|82|業餘無線電機係屬|B|||電信終端設備|電信管制射頻器材|低功率射頻無線電機|PHS（數位式低功率無線電話）
83-Third-tw-108|83|業餘無線電管理辦法所規範之輻射指|B|||以熱能形式向外流動之能量|以無線電磁波形式向外流動之能量|以核能形式向外發射之能量|以高能量粒子形式向外發射之能量
84-Third-tw-108|84|業餘無線電管理辦法所規範之發射指|C|||以熱能形式向外流動之能量|以光波形式向外流動之能量|由無線電臺所產生之輻射或其輻射產物|以高能量粒子形式向外發射之能量
85-Third-tw-108|85|業餘無線電管理辦法所定義之發射機為|D|||可發射任何物質之機器|可發射火箭之機器|可發射光線之機器|具有將電能轉換為電磁輻射能輸出之機器
86-Third-tw-108|86|一等業餘無線電人員得申請設置|B|||三等業餘電臺|一等、二等或三等業餘電臺|船舶無線電臺|二等或三等業餘電臺
87-Third-tw-108|87|二等業餘無線電人員得申請設置|D|||一等業餘電臺|船舶無線電臺|一等、二等或三等業餘電臺|二等或三等業餘電臺
88-Third-tw-108|88|三等業餘無線電人員得申請設置|B|||船舶無線電臺|三等業餘電臺|廣播電臺|二等或三等業餘電臺
89-Third-tw-108|89|某未取得業餘無線電人員執照之軍中報務士|B|||得申請設置二等或三等業餘電臺|不得申設業餘無線電臺|得申請設置一等、二等或三等業餘電臺|得申請設置三等業餘電臺
90-Third-tw-108|90|軍中報務士可以申請換發那等級的業餘無線電人員執照？|C|||三等|二等|不得申請|一等
91-Third-tw-108|91|某未取得業餘無線電人員執照之高級電信工程人員|D|||得申請設置三等業餘電臺|得申請設置一等、二等或三等業餘電臺|得申請設置二等或三等業餘電臺|不得申設業餘無線電臺
92-Third-tw-108|92|高級電信工程人員執照可以申請換發那等級的業餘無線電人員執照？|A|||不得申請|二等|三等|一等
93-Third-tw-108|93|持有漁船無線電對講機執照可以申請換發那等級的業餘無線電人員執照？|B|||一等|不得申請|二等|三等
94-Third-tw-108|94|具何種資格之外國人於取得業餘無線電人員執照後，得比照本國業餘無線電人員申設業餘電臺|A|||取得我國居留證明|參加我國舉辦之業餘無線電研討會|取得我國大學學位|取得我國簽證
95-Third-tw-108|95|固定式業餘電臺|D|||得未經主管機關核可，當作中繼使用|不得申請設置備用無線電機|僅限設置一部|除特殊業餘電臺及臨時電臺外，一人以設置一座為原則
96-Third-tw-108|96|U/VHF頻段行動式業餘電臺，按一機一照辦理，其輸出功率不得超過|B|||20 瓦特|25 瓦特|30 瓦特|35 瓦特
97-Third-tw-108|97|U/VHF頻段業餘電臺，其輸出功率超過幾瓦特即需固定設置？|A|||25 瓦特|30 瓦特|35 瓦特|20 瓦特
98-Third-tw-108|98|50百萬赫頻段以下之業餘電機，其輸出功率在幾瓦特以下得申請行動式業餘無線電臺？|D|||75 瓦特|60 瓦特|100 瓦特|50 瓦特
99-Third-tw-108|99|50百萬赫頻段以下之業餘無線電機，其輸出功率在幾瓦特以上需申請固定式業餘電臺？|C|||75 瓦特|100 瓦特|50 瓦特|60 瓦特
100-Third-tw-108|100|三等業餘無線電人員在使用U/VHF頻段之行動式業餘電臺時，在電臺功能允許下，得採何種發射方式？|C|||電話發射|影像發射|以上皆是|電報發射
101-Third-tw-108|101|業餘無線電人員得先操作業餘頻段專用收信機，於熟悉業餘無線電通信實務後|A|||再申請設置無線電臺|不必申請異動，即可逕行增設發信設備|再申請註銷增設發信設備|再申請異動增設發信設備
102-Third-tw-108|102|三等業餘無線電人員操作業餘電臺時，在電臺功能允許下可採何種發射方式|D|||數據|影像|電話|以上皆是
103-Third-tw-108|103|違反業餘無線電管理辦法第六條有關業餘無線電人員之規定者，應依電信法相關規定處新臺幣一萬元以上多少元以下罰鍰？|D|||四萬元|三萬元|二萬元|五萬元
104-Third-tw-108|104|業餘無線電人員申請固定式業餘電臺架設時，應填具業餘電臺設置申請書一份，並檢附業餘無線電人員執照影本及業餘無線電機認證證明等文件，向下列那單位申請？|C|||當地業餘無線電團體|內政部|主管機關|當地公路監理站（所）
105-Third-tw-108|105|業餘無線電人員向主管機關申請設置固定式業餘電臺時，所領得之架設許可證有效期間為|A|||六個月|三個月|五年|一年
106-Third-tw-108|106|業餘無線電人員於取得固定式業餘電臺架設許可證後，應於架設許可證有效期間內完成架設，並於完成後，向下列那一單位申請審驗？|B|||當地公路監理站（所）|主管機關|當地業餘無線電團體|內政部
107-Third-tw-108|107|業餘無線電人員申請行動式業餘電臺執照時，應填具行動式業餘無線電臺執照申請書一份，並檢附業餘無線電人員執照影本及備妥業餘無線電機，向下列那一單位申請核發行動式業餘電臺執照？|A|||主管機關|當地業餘無線電團體|內政部|當地公路監理站（所）
108-Third-tw-108|108|業餘無線電人員向主管機關申請固定式業餘電臺架設架設時，應檢附什麼資料？|C|||業餘無線電人員執照影本|採經型式認證合格之業餘無線電機架設者，應檢附業餘無線電機型式認證證明或文件影本：採非經型式認證電機者，檢附相關技術規格資料影本等|以上皆是|固定式業餘電臺設置申請書
109-Third-tw-108|109|業餘電臺執照有效期間為5年，執照所有人應於期限屆滿前6個月起5個月內，向下列那一單位申請換發執照？|C|||當地公路監理站（所）|當地業餘無線電團體|主管機關|內政部
110-Third-tw-108|110|業餘無線電機設備或固定式業餘電臺設置地點變更時|A|||應填具電臺異動申請書，向主管機關申請，經審驗合格，換發電臺執照後，始得使用|不必申請即可逕行變更使用|應通知當地戶政事務所變更原始登記事項後使用|應向內政部申請異動
111-Third-tw-108|111|業餘電臺設置天線不得違反內政部、國防部、交通部會銜發布之航空站飛行場助航設備四周|C|||禁止、限制輻射辦法之規定|禁止、限制發射辦法之規定|禁止限制建築物及其他障礙物高度管理辦法之規定|禁止、限制開發辦法之規定
112-Third-tw-108|112|為避免危及公共安全，業餘電臺設置之天線結構應與高壓電線保持安全距離，下列那種情形，應具有航空色標及標識燈具|B|||天線高度超過地平面 10 公尺者|天線高度超過地平面 60 公尺者|天線高度超過地平面 30 公尺者|天線高度超過海平面 60 公尺者
113-Third-tw-108|113|業餘電臺呼號之第一字元使用英文字母Ｂ，呼號之第二字元優先由英文字母Ｍ、Ｎ、Ｏ、Ｐ、Ｑ、Ｕ、Ｖ、Ｗ及Ｘ內選配，呼號之第三字元使用一個阿拉伯數字，除了數字０外，其他數字用以代表|C|||業餘電臺所在之國家|業餘電臺所在之省份|業餘電臺所在之縣、市|業餘電臺之所有人
114-Third-tw-108|114|業餘無線電臺之呼號，由電信監理資訊系統自動產生|B|||得指配特定呼號予非業餘無線電人員|任何人員皆不得要求指配特定呼號|必要時得敘明理由要求指配特定呼號|任何人員皆得要求指配特定呼號
115-Third-tw-108|115|業餘無線電人員取得較高等級之資格後，原設置之業餘電臺|A|||得申請改配呼號，惟原呼號不得再使用|於設置地點變更時，始得申請改配呼號|不得申請改配呼號|得申請增配呼號
116-Third-tw-108|116|某業餘無線電臺之呼號為 BX2A，表示該電臺為設置於中華民國|D|||離島地區之二等業餘電臺|臺北地區之三等業餘電臺|苗栗、臺中地區之二等業餘電臺|臺北地區之業餘中繼電臺
117-Third-tw-108|117|某業餘無線電臺之呼號為 BV9P，表示該電臺為設置於中華民國|C|||臺北地區之業餘中繼電臺|苗栗、臺中地區之三等業餘電臺|離島地區之特殊業餘電臺|臺北地區之一等業餘電臺
118-Third-tw-108|118|某業餘無線電臺之呼號為 BV5VA，表示該電臺為設置於中華民國|A|||彰化、南投、雲林地區之一等業餘電臺|臺北地區之一等業餘電臺|離島地區之二等業餘電臺|臺北地區之特殊業餘電臺
119-Third-tw-108|119|某業餘無線電臺之呼號為 BX7AA，表示該電臺為設置於中華民國|D|||臺北地區之一等業餘電臺|離島地區之二等業餘電臺|彰化、南投、雲林地區之二等業餘電臺|高雄地區之一等業餘電臺
120-Third-tw-108|120|某業餘無線電臺之呼號為 BV8AAA，表示該電臺為設置於中華民國|C|||離島地區之二等業餘電臺|高雄地區之一等業餘電臺|屏東、花蓮、臺東地區之三等業餘電臺|彰化、南投、雲林地區之二等業餘電臺
121-Third-tw-108|121|某業餘無線電臺之呼號為 BX4AAA，表示該電臺為設置於中華民國|A|||苗栗、臺中地區之二等業餘電臺|離島地區之三等業餘電臺|屏東、花蓮、臺東地區之三等業餘電臺|高雄地區之一等業餘電臺
122-Third-tw-108|122|某業餘無線電臺之呼號為 BV3AAA，表示該電臺為設置於中華民國|C|||苗栗、臺中地區之一等業餘電臺|屏東、花蓮、臺東地區之二等業餘電臺|桃園、新竹地區之三等業餘電臺|離島地區之三等業餘電臺
123-Third-tw-108|123|某業餘無線電臺之呼號為 BV6WAD，表示該電臺為設置於中華民國|B|||離島地區之三等業餘電臺|嘉南地區之三等業餘電臺|桃竹地區之二等業餘電臺|屏東、花蓮、臺東地區之一等業餘電臺
124-Third-tw-108|124|某業餘無線電臺之呼號為 BX1AAA，表示該電臺為設置於中華民國|B|||嘉南地區之三等業餘電臺|基宜地區之二等業餘電臺|桃竹地區之一等業餘電臺|離島地區之三等業餘電臺
125-Third-tw-108|125|業餘電臺於語音通信時，呼號應使用|A|||英語或國際無線電規則規定之英語識別代字|國語或臺語|國語|國語或臺語或英語
126-Third-tw-108|126|業餘無線電人員在其資格等級以上之業餘電臺作業時，得以所在電臺之呼號作業。若在較低等級之電臺作業時，則應於所在電臺之呼號後以甚麼符號字元分隔再加上作業人員本人之電臺呼號，予以識別|C|||分號|逗點|斜線|空白
127-Third-tw-108|127|業餘電臺於初次建立通信或通信完畢時，均應報明呼號，通信中每隔多少時間或更短期間應報呼號一次|A|||十分鐘|二十分鐘|三十分鐘|四十分鐘
128-Third-tw-108|128|可放大射頻功率，不屬發射機原始設計內之組件，但可與發射機連結使用而加大發射之輸出功率之裝置稱為|B|||龜殼花|外接射頻功率放大器|射頻增幅器|減波器
129-Third-tw-108|129|業餘電臺設備之輸出功率及工作頻率|C|||無任何規範|應符合美國聯邦通信委員會之業餘無線電技術標準|應符合我國業餘無線電機技術規範之規定|應符合日本國郵政省業餘無線電技術規範之規定
130-Third-tw-108|130|在業餘無線電管理辦法所採用之發射功率計量方法有|D|||輸出功率及有效輻射功率（ERP）二種|輸入功率|輸出功率（output power）|輸出功率、有效輻射功率及等效全向輻射功率（EIRP）三種
131-Third-tw-108|131|業餘無線電機屬？|C|||刀械彈藥管制器材|不需電臺執照之電信管制射頻器材|需電臺執照之電信管制射頻器材|烹飪器材
132-Third-tw-108|132|業餘無線電人員購買業餘無線電機後，下列何者正確？|B|||購買後即可使用|經審驗合格發給執照，始得使用|加大功率使用|租予他人使用
133-Third-tw-108|133|三等業餘無線電人員使用頻率範圍及發射功率之規定為|A|||頻率限於50百萬赫至50.15百萬赫、144百萬赫至146百萬赫及430百萬赫至440百萬赫，功率限於25瓦特以下|頻率限於144百萬赫至148百萬赫及430百萬赫至440百萬赫，功率限於25瓦特以下|頻率限於144百萬赫至146百萬赫及430百萬赫至432百萬赫，功率限於50瓦特以下|頻率限於144百萬赫至148百萬赫及430百萬赫至440百萬赫，功率限於50瓦特以下
134-Third-tw-108|134|業餘無線電頻率145百萬赫及433百萬赫為呼叫緊急救難頻率，任何電臺在呼叫完畢後，須改換至其他頻率工作，不得停留佔用及干擾，平時應經常守聽，俾供|C|||做為個人通信之專用頻道|做為救難大隊之專用頻道|緊急呼叫及提供救助呼叫使用|做為消防救難大隊之專用頻道
135-Third-tw-108|135|當一通訊網路啟用時，你與友臺正在該頻率上通信，應如何處理？|B|||加大功率以強佔頻率|禮貌地切換至其他頻率|關機|持續發射讓大家都無法使用
136-Third-tw-108|136|若你是VHF通訊網路的主控電臺，當平時使用的頻率被其他友臺先行使用了，應如何處理？|C|||降低功率輸出，按原計畫使用|加大功率以強佔頻率|避開該頻率，並於鄰近無人使用的頻率進行通信|當日停止通信
137-Third-tw-108|137|業餘無線電臺至少應有幾個控制點？|A|||一個|不需要|二個|三個
138-Third-tw-108|138|於業餘無線電臺執照內指定，負責控制電臺信息之傳送，以確保符合無線電規章規定之業餘無線電人員稱為|B|||管理員|控制員|作業員|頻率協調員
