E1F06|Under what circumstances might the FCC issue a Special Temporary Authority (STA) to an amateur station?|C||1.931|To provide temporary operation while awaiting normal licensing|To provide additional spectrum for personal use|To provide for experimental amateur communications|To allow regular operation on Land Mobile channels
E1F07|When may an amateur station send a message to a business?|C||97.113|When transmitting international third-party communications|When the total money involved does not exceed $25|When neither the amateur nor his or her employer has a pecuniary interest in the communications|When the control operator is employed by the FCC or another government agency
E1F08|Which of the following types of amateur station communications are prohibited?|C||97.113(c)|Communications that have religious content|Communications in a language other than English|Communications transmitted for hire or material compensation, except as otherwise provided in the rules|Communications that have political content, except as allowed by the Fairness Doctrine
E1F09|Which of the following conditions apply when transmitting spread spectrum emissions?|D||97.311|The transmission must not be used to obscure the meaning of any communication|The transmitting station must be in an area regulated by the FCC or in a country that permits SS emissions|A station transmitting SS emission must not cause harmful interference to other stations employing other authorized emissions|All these choices are correct
E1F10|Who may be the control operator of an auxiliary station?|A||97.201|Only Technician, General, Advanced or Amateur Extra Class operators|Any licensed amateur operator|Only Amateur Extra Class operators|Only General, Advanced or Amateur Extra Class operators
E1F11|Which of the following best describes one of the standards that must be met by an external RF power amplifier if it is to qualify for a grant of FCC certification?|C||97.317|It must exhibit a gain of 0 dB or less over its full output range|It must produce full legal output when driven by not more than 5 watts of mean RF input power|It must satisfy the FCC's spurious emission standards when operated at the lesser of 1500 watts or its full output power|It must be capable of external RF switching between its input and output networks
E2A01|What is the direction of an ascending pass for an amateur satellite?|C|||From north to south|From east to west|From south to north|From west to east
E2A02|Which of the following occurs when a satellite is using an inverted linear transponder?|D|||Signal position in the band is reversed|Upper sideband on the uplink becomes lower sideband on the downlink, and vice versa|Doppler shift is reduced because the uplink and downlink shifts are in opposite directions|All these choices are correct
E2A03|How is the signal inverted by an inverting linear transponder?|A|||The signal is passed through a mixer and the difference rather than the sum is transmitted|The signal is detected and remodulated on the reverse sideband|The signal is passed through a non-linear filter|The signal is reduced to I and Q components and the Q component is filtered out
E2A04|What is meant by the term mode? as applied to an amateur radio satellite?|A|||The satellite's uplink and downlink frequency bands|Whether the satellite is in a polar or equatorial orbit|Whether the satellite is in a low earth or geostationary orbit|The satellite's orientation with respect to the Earth
E2A05|What do the letters in a satellite's mode designator specify?|A|||The uplink and downlink frequency ranges|The polarization of uplink and downlink signals|Power limits for uplink and downlink transmissions|The location of the ground control station
E2A06|What are Keplerian elements?|B|||Encrypting codes used for spread spectrum modulation|Parameters that define the orbit of a satellite|High-emission heater filaments used in magnetron tubes|Phase reversing elements in a Yagi antenna
E2A07|Which of the following types of signals can be relayed through a linear transponder?|D|||FM and CW|SSB and SSTV|PSK and packet|All these choices are correct
E2A08|Why should effective radiated power to a satellite that uses a linear transponder be limited?|D|||To prevent creating errors in the satellite telemetry|To prevent the satellite from emitting out-of-band signals|To avoid interfering with terrestrial QSOs|To avoid reducing the downlink power to all other users
E2A09|What do the terms L band and S band specify regarding satellite communications?|A|||The 23 centimeter and 13 centimeter bands|The 2 meter and 70 centimeter bands|Which sideband to use|FM and Digital Store-and-Forward systems
E2A10|What type of satellite appears to stay in one position in the sky?|C|||LEO|HEO|Geostationary|Geomagnetic
E2A11|What type of antenna can be used to minimize the effects of spin modulation and Faraday rotation?|D|||An isotropic antenna|A log-periodic dipole array|A linearly polarized antenna|A circularly polarized antenna
E2A12|What is the purpose of digital store-and-forward functions on an amateur radio satellite?|B|||To relay messages between satellites|To store digital messages in the satellite for later download by other stations|To upload operational software for the transponder|To delay download of telemetry between satellites
E2A13|Which of the following techniques is normally used by low Earth orbiting digital satellites to relay messages around the world?|C|||Multi-satellite relaying|Node hopping|Store-and-forward|Digipeating
E2B01|How many times per second is a new frame transmitted in a fast-scan (NTSC) television system?|D|||120|90|60|30
E2B02|How many horizontal lines make up a fast-scan (NTSC) television frame?|C|||1080|60|525|30
E2B03|How is an interlaced scanning pattern generated in a fast-scan (NTSC) television system?|B|||By scanning two fields simultaneously|By scanning odd numbered lines in one field and even numbered lines in the next|By scanning lines from left to right in one field and right to left in the next|By scanning each field from bottom to top
E2B04|How is color information sent in analog SSTV?|D|||Color is sent in a color burst at the end of each line|Color information is sent on a 2.8 kHz subcarrier|Color is amplitude modulated on the frequency modulated intensity signal|Color lines are sent sequentially
E2B05|Which of the following describes the use of vestigial sideband in analog fast-scan TV transmissions?|D|||The vestigial sideband carries the audio information|The vestigial sideband contains chroma information|Vestigial sideband provides high frequency emphasis to sharpen the picture|Vestigial sideband reduces bandwidth while allowing for simple video detector circuitry
E2B06|What is vestigial sideband modulation?|A|||Amplitude modulation in which one complete sideband and a portion of the other are transmitted|A type of modulation in which one sideband is inverted|Spread spectrum modulation achieved by applying FM modulation following single sideband amplitude modulation|Narrow-band FM modulation achieved by filtering one sideband from the audio before frequency modulating the carrier
E2B07|What is the name of the signal component that carries color information in NTSC video?|B|||Hue|Chroma|Spectral intensity|Luminance
E2B08||D|||Transmitting on the abandoned TV channel 2|Using converted satellite TV dishes|Using USB and demodulating the signal with a computer sound card|Transmitting on channels shared with cable TV
E2B09|What hardware, other than a receiver with SSB capability and a suitable computer, is needed to decode SSTV using Digital Radio Mondiale (DRM)?|B|||A special notch filter to remove synchronization pulses|No other hardware is needed|A special front end limiter|A special IF converter
E2B10|What aspect of an analog slow-scan television signal encodes the brightness of the picture?|C|||Sync amplitude|Sync frequency|Tone frequency|Tone amplitude
E2B11|What is the function of the Vertical Interval Signaling (VIS) code sent as part of an SSTV transmission?|D|||To lock the color burst oscillator in color SSTV images|To provide vertical synchronization|To identify the call sign of the station transmitting|To identify the SSTV mode being used
E2B12|What signals SSTV receiving software to begin a new picture line?|A|||Specific tone frequencies|Elapsed time|Specific tone amplitudes|A two-tone signal
E2C01|What indicator is required to be used by U.S.-licensed operators when operating a station via remote control and the remote transmitter is located in the U.S.?|B|||/R# where # is the district of the remote station|No additional indicator is required|/ followed by the ARRL Section of the remote station|/ followed by the USPS two-letter abbreviation for the state in which the remote station is located
E2C02|Which of the following best describes the term self-spotting? in connection with HF contest operating?|A|||The often-prohibited practice of posting one's own call sign and frequency on a spotting network|An automatic method for rapidly zero beating or tuning to a station's frequency before calling that station|A manual technique for rapidly zero beating or tuning to a station's frequency before calling that station|The acceptable practice of manually posting the call signs of stations on a spotting network
E2C03|From which of the following bands is amateur radio contesting generally excluded?|B|||33 centimeters|30 meters|2 meters|6 meters
E2C04|Which of the following frequencies are sometimes used for amateur radio mesh networks?|B|||Cable TV channels 41 through 43|Frequencies shared with various unlicensed wireless data services|The 60 meter band channel centered on 5373 kHz|HF frequencies where digital communications are permitted
E2C05|What is the function of a DX QSL Manager?|A|||To handle the receiving and sending of confirmation cards for a DX station|To run a net to allow many stations to contact a rare DX station|To allocate frequencies for DXpeditions|To relay calls to and from a DX station
E2C06|During a VHF/UHF contest, in which band segment would you expect to find the highest level of SSB or CW activity?|A|||In the weak signal segment of the band, with most of the activity near the calling frequency|At the top of each band, usually in a segment reserved for contests|In the middle of each band, usually on the national calling frequency|In the middle of the band, usually 25 kHz above the national calling frequency
E2C07|What is the Cabrillo format?|C|||A method of exchanging information during a contest QSO|The rules of order for meetings between contest sponsors|A standard for submission of electronic contest logs|The most common set of contest rules
E2C08|Which of the following contacts may be confirmed through the U.S. QSL bureau system?|D|||Special event contacts between stations in the U.S.|Contacts using tactical call signs|Repeater contacts between U.S. club members|Contacts between a U.S. station and a non-U.S. station
E2C09|What type of equipment is commonly used to implement an amateur radio mesh network?|B|||A 2 meter VHF transceiver with a 1200 baud modem|A wireless router running custom firmware|An optical cable connection between the USB ports of 2 separate computers|A 440 MHz transceiver with a 9600 baud modem
E2C10|Why might a DX station state that they are listening on another frequency?|D|||Because the DX station may be transmitting on a frequency that is prohibited to some responding stations|To separate the calling stations from the DX station|To improve operating efficiency by reducing interference|All these choices are correct
E2C11|How should you generally identify your station when attempting to contact a DX station during a contest or in a pileup?|A|||Send your full call sign once or twice|Send only the last two letters of your call sign until you make contact|Send your full call sign and grid square|Send the call sign of the DX station three times, the words this is,then your call sign three times
E2C12|What technique do individual nodes use to form a mesh network?|A|||Discovery and link establishment protocols|Custom code plugs for the local trunking systems|Forward error correction and Viterbi codes|Acting as store-and-forward digipeaters
E2D01|Which of the following digital modes is designed for meteor scatter communications?|D|||WSPR|Hellschreiber|APRS|MSK144
E2D02|Which of the following is a good technique for making meteor scatter contacts?|D|||Use of special digital modes|Short transmissions with rapidly repeated call signs and signal reports|15-second timed transmission sequences with stations alternating based on location|All these choices are correct
E2D03|Which of the following digital modes is especially useful for EME communications?|D|||MSK144|Olivia|PACTOR III|JT65
E2D04|What technology is used to track, in real time, balloons carrying amateur radio transmitters?|C|||Ultrasonics|Bandwidth compressed LORAN|APRS|Doppler shift of beacon signals
E2D05|What is one advantage of the JT65 mode?|A|||The ability to decode signals which have a very low signal-to-noise ratio|Easily copied by ear if necessary|Permits fast-scan TV transmissions over narrow bandwidth|Uses only a 65 Hz bandwidth
E2D06|Which of the following describes a method of establishing EME contacts?|A|||Time synchronous transmissions alternately from each station|Judging optimum transmission times by monitoring beacons reflected from the moon|Storing and forwarding digital messages|High-speed CW identification to avoid fading
E2D07|What digital protocol is used by APRS?|C|||802.11|PACTOR|AX.25|AMTOR
E2D08|What type of packet frame is used to transmit APRS beacon data?|A|||Unnumbered Information|Acknowledgement|Connect|Disconnect
E2D09|What type of modulation is used for JT65 contacts?|D|||RTTY|PSK|IEEE 802.11|Multi-tone AFSK
E2D10|How can an APRS station be used to help support a public service communications activity?|B|||APRS stations with General Personnel Scanners can automatically relay the participant numbers and time as they pass the check points|An APRS station with a Global Positioning System unit can automatically transmit information to show a mobile station's position during the event|An APRS station with an emergency medical technician can automatically transmit medical data to the nearest hospital|All these choices are correct
E2D11|Which of the following data are used by the APRS network to communicate station location?|C|||Time and frequency|Radio direction finding spectrum analysis|Latitude and longitude|Polar coordinates
E2E01|Which of the following types of modulation is common for data emissions below 30 MHz?|C|||Pulse modulation|Spread spectrum|FSK|DTMF tones modulating an FM signal
E2E02|What do the letters FEC mean as they relate to digital operation?|A|||Forward Error Correction|First Error Correction|Fatal Error Correction|Final Error Correction
E2E03|How is the timing of FT4 contacts organized?|C|||By exchanging ACK/NAK packets|It depends on the lunar phase|Alternating transmissions at 7.5 second intervals|Stations take turns on alternate days
E2E04|What is indicated when one of the ellipses in an FSK crossed-ellipse display suddenly disappears?|A|||Selective fading has occurred|One of the signal filters is saturated|The mark and space signal have been inverted|The receiver has drifted 5 kHz from the desired receive frequency
E2E05|Which of these digital modes does not support keyboard-to-keyboard operation?|C|||RTTY|PSK31|PACTOR|MFSK
E2E06|What is the most common data rate used for HF packet?|D|||110 baud|1200 baud|48 baud|300 baud
E2E07|Which of the following is a possible reason that attempts to initiate contact with a digital station on a clear frequency are unsuccessful?|D|||The protocol version you are using is not supported by the digital station|Another station you are unable to hear is using the frequency|Your transmit frequency is incorrect|All these choices are correct
E2E08|Which of the following HF digital modes can be used to transfer binary files?|B|||AMTOR|PACTOR|Hellschreiber|RTTY
E2E09|Which of the following HF digital modes uses variable-length coding for bandwidth efficiency?|D|||RTTY|PACTOR|MT63|PSK31
E2E10|Which of these digital modes has the narrowest bandwidth?|D|||170 Hz shift, 45-baud RTTY|300-baud packet|MFSK16|PSK31
E2E11|What is the difference between direct FSK and audio FSK?|B|||Direct FSK can transmit faster baud rates|Direct FSK applies the data signal to the transmitter VFO, while AFSK transmits tones via phone|Direct FSK occupies less bandwidth|Only direct FSK can be decoded by computer
E2E12|How do ALE stations establish contact?|D|||ALE radios send a constant tone code to establish a frequency for future use|ALE radios monitor an internet site for the frequency they are being paged on|ALE radios activate when they hear their signal echoed by back scatter|ALE constantly scans a list of frequencies, activating the radio when the designated call sign is received
E2E13|Which of these digital modes has the fastest data throughput under clear communication conditions?|A|||300 baud packet|AMTOR|PSK31|170 Hz shift, 45 baud RTTY
E3A01|What is the approximate maximum separation measured along the surface of the Earth between two stations communicating by EME?|C|||5000 miles, if the moon is at perigee|500 miles, if the moon is at perigee|12,000 miles, if the moon is visible by both stations|2000 miles, if the moon is at apogee
