G1A13|What is the appropriate action if, when operating on either the 30-meter or 60-meter bands, a station in the primary service interferes with your contact?|C||97.303(5)(h)(2)(j)|Increase your transmitter’s power to overcome the interference|Attempt to contact the station and request that it stop the interference|Move to a clear frequency or stop transmitting|Notify the FCCs regional Engineer in Charge of the interference
G1A14|Which of the following may apply in areas under FCC jurisdiction outside of ITU Region 2?|D||97.301(d)|Morse code may not be permitted|Station identification may have to be in a language other than English|Digital transmission may not be permitted|Frequency allocations may differ
G1A15|What portion of the 10-meter band is available for repeater use?|B||97.205(b)|The entire band|The portion above 29.5 MHz|The portion between 28.3 MHz and 28.5 MHz|The portion between 28.1 MHz and 28.2 MHz
G1B01|What is the maximum height above ground to which an antenna structure may be erected without requiring notification to the FAA and registration with the FCC, provided it is not at or near a public use airport?|B||97.15(a)|100 feet|200 feet|50 feet|300 feet
G1B02|With which of the following conditions must beacon stations comply?|C||97.203(b)|The frequency must be posted on the internet or published in a national periodical|The frequency must be coordinated with the National Beacon Organization|There must be no more than one beacon signal transmitting in the same band from the same station location|A beacon station may not use automatic control
G1B03|Which of the following is a purpose of a beacon station as identified in the FCC rules?|A||97.3(a)(9)|Observation of propagation and reception|Identifying net frequencies|Automatic identification of repeaters|Transmission of bulletins of general interest to Amateur Radio licensees
G1B04|Which of the following transmissions is permitted?|B||97.113(c)|Retransmission of other amateur station signals by any amateur station|Occasional retransmission of weather and propagation forecast information from U.S. government stations|Unidentified transmissions for test purposes only|Coded messages of any kind, if not intended to facilitate a criminal act
G1B05|Which of the following one-way transmissions are permitted?|C||97.111((5)(b)|Regular transmissions offering equipment for sale, if intended for Amateur Radio use|Unidentified test transmissions of less than one minute in duration|Transmissions necessary to assist learning the International Morse code|All these choices are correct
G1B06|Under what conditions are state and local governments permitted to regulate Amateur Radio antenna structures?|D||97.15(b), PRB-1, 101 FCC 2d 952 (1985)|Under no circumstances, FCC rules take priority|At any time and to any extent necessary to accomplish a legitimate purpose of the state or local entity, provided that proper filings are made with the FCC|Only when such structures exceed 50 feet in height and are clearly visible 1000 feet from the structure|Amateur Service communications must be reasonably accommodated, and regulations must constitute the minimum practical to accommodate a legitimate purpose of the state or local entity
G1B07|What are the restrictions on the use of abbreviations or procedural signals in the Amateur Service?|D||97.113(a)(4)|Only “10 codes” are permitted|Only “Q” signals are permitted|They are not permitted|They may be used if they do not obscure the meaning of a message
G1B08|When choosing a transmitting frequency, what should you do to comply with good amateur practice?|D||97.101(a)|Ensure that the frequency and mode selected are within your license class privileges|Monitor the frequency before transmitting|Follow generally accepted band plans agreed to by the Amateur Radio community|All these choices are correct
G1B09|On what HF frequencies are automatically controlled beacons permitted?|D||97.203(d)|On any frequency if transmissions are in Morse code|21.08 MHz to 21.09 MHz|On any frequency if power is less than 1 watt|28.20 MHz to 28.30 MHz
G1B10|What is the power limit for beacon stations?|D||97.203(c)|20 watts PEP output|10 watts PEP output|200 watts PEP output|100 watts PEP output
G1B11|Who or what determines “good engineering and good amateur practice,” as applied to the operation of an amateur station in all respects not covered by the Part 97 rules?|A||97.101(a)|The FCC|The control operator|The IEEE|The ITU
G1B12|When is it permissible to communicate with amateur stations in countries outside the areas administered by the Federal Communications Commission?|C||97.111(a)(1)|Only when the foreign country has a formal third-party agreement filed with the FCC|When the contact is with amateurs in any country as long as the communication is conducted in English|When the contact is with amateurs in any country except those whose administrations have notified the ITU that they object to such communications|Only when the foreign country is a member of the International Amateur Radio Union
G1C01|What is the maximum transmitting power an amateur station may use on 10.140 MHz?|B||97.313(c)(1)|2000 watts PEP output|200 watts PEP output|1000 watts PEP output|1500 watts PEP output
G1C02|What is the maximum transmitting power an amateur station may use on the 12-meter band?|B||97.313|200 watts PEP output|1500 watts PEP output|An effective radiated power equivalent to 100 watts from a half-wave dipole|50 watts PEP output
G1C03|What is the maximum bandwidth permitted by FCC rules for Amateur Radio stations transmitting on USB frequencies in the 60-meter band?|C||97.303(h)(1)|1.8 kHz|5.6 kHz|2.8 kHz|3 kHz
G1C04|Which of the following limitations apply to transmitter power on every amateur band?|D||97.313(a)|Effective radiated power cannot exceed 1500 watts|Power should be limited as necessary to avoid interference to another radio service on the frequency|Power must be limited to 200 watts when using data transmissions|Only the minimum power necessary to carry out the desired communications should be used
G1C05|What is the limit for transmitter power on the 28 MHz band for a General Class control operator?|C||97.313|2000 watts PEP output|1000 watts PEP output|1500 watts PEP output|100 watts PEP output
G1C06|What is the limit for transmitter power on the 1.8 MHz band?|D||97.313|1200 watts PEP output|1000 watts PEP output|200 watts PEP output|1500 watts PEP output
G1C07|What is the maximum symbol rate permitted for RTTY or data emission transmission on the 20-meter band?|B||97.305(c), 97.307(f)(3)|1200 baud|300 baud|56 kilobaud|19.6 kilobaud
G1C08|What is the maximum symbol rate permitted for RTTY or data emission transmitted at frequencies below 28 MHz?|B||97.307(f)(3)|1200 baud|300 baud|56 kilobaud|19.6 kilobaud
G1C09|What is the maximum symbol rate permitted for RTTY or data emission transmitted on the 1.25-meter and 70-centimeter bands?|C||97.305(c) and 97.307(f)(5)|300 baud|1200 baud|56 kilobaud|19.6 kilobaud
G1C10|What is the maximum symbol rate permitted for RTTY or data emission transmissions on the 10-meter band?|C||97.305(c) and 97.307(f)(4)|19.6 kilobaud|56 kilobaud|1200 baud|300 baud
G1C11|What is the maximum symbol rate permitted for RTTY or data emission transmissions on the 2-meter band?|D||97.305(c) and 97.307(f)(5)|300 baud|1200 baud|56 kilobaud|19.6 kilobaud
G1C12|Which of the following is required by the FCC rules when operating in the 60-meter band?|C||97.303(i)|You must keep a record of the date, time, frequency, power level, and stations worked|You must keep a record of the manufacturer of your equipment and the antenna used|If you are using an antenna other than a dipole, you must keep a record of the gain of your antenna|You must keep a record of all third-party traffic
G1C13|What must be done before using a new digital protocol on the air?|B||97.309(a)(4)|Type-certify equipment to FCC standards|Publicly document the technical characteristics of the protocol|Submit a rule-making proposal to the FCC describing the codes and methods of the technique|Obtain an experimental license from the FCC
G1C14|What is the maximum power limit on the 60-meter band?|B||97.313(i)|10 watts RMS|ERP of 100 watts PEP with respect to a dipole|1500 watts PEP|ERP of 100 watts PEP with respect to an isotropic antenna
G1C15|What measurement is specified by FCC rules that regulate maximum power output?|C||97.313|RMS|Forward|PEP|Average
G1D01|Who may receive partial credit for the elements represented by an expired Amateur Radio license?|A||97.501, 97.505(a)|Any person who can demonstrate that they once held an FCC-issued General, Advanced, or Amateur Extra class license that was not revoked by the FCC|Any person who previously held an amateur license issued by another country, but only if that country has a current reciprocal licensing agreement with the FCC|Only persons who once held an FCC issued Novice, Technician, or Technician Plus license|Anyone who held an FCC-issued Amateur Radio license that has been expired for not less than 5 years and not more than 15 years
G1D02|What license examinations may you administer when you are an accredited VE holding a General class operator license?|A||97.509(b)(3)(i)|Technician only|General and Technician|General only|Amateur Extra, General, and Technician
G1D03|On which of the following band segments may you operate if you are a Technician class operator and have a Certificate of Successful Completion of Examination (CSCE) for General class privileges?|D||97.9(b)|Only on the Technician band segments until your license arrives in the mail|On any General or Technician class band segment except 30 meters and 60 meters|Only the Technician band segments until your upgrade is posted in the FCC database|On any General or Technician class band segment
G1D04|Which of the following is a requirement for administering a Technician class license examination?|B||97.509(3)(i)(c)|At least three VEs of Technician class or higher must observe the examination|At least three General class or higher VEs must observe the examination|At least two General class or higher VEs must be present, but only one need be Amateur Extra class|At least two General class or higher VEs must be present
G1D05|Which of the following must a person have before they can be an administering VE for a Technician class license examination?|D||97.509(b)(3)(i)|Notification to the FCC that you want to give an examination|Receipt of a Certificate of Successful Completion of Examination (CSCE) for General class|Possession of a properly obtained telegraphy license|An FCC General class or higher license and VEC accreditation
G1D06|When must you add the special identifier "AG" after your call sign if you are a Technician class licensee and have a Certificate of Successful Completion of Examination (CSCE) for General class operator privileges, but the FCC has not yet posted your upgrade on its website?|B||97.119(f)(2)|A special identifier is not required if your General class license application has been filed with the FCC|Whenever you operate using General class frequency privileges|Whenever you operate using Technician frequency privileges|Whenever you operate on any amateur frequency
G1D07|Volunteer Examiners are accredited by what organization?|B||97.509(b)(1)|The Wireless Telecommunications Bureau|A Volunteer Examiner Coordinator|The Federal Communications Commission|The Universal Licensing System
G1D08|Which of the following criteria must be met for a non-U.S. citizen to be an accredited Volunteer Examiner?|B||97.509(b)(3)|None of these choices is correct; a non-U.S. citizen cannot be a Volunteer Examiner|The person must hold an FCC granted Amateur Radio license of General class or above|The person’s home citizenship must be in ITU region 2|The person must be a resident of the U.S. for a minimum of 5 years
G1D09|How long is a Certificate of Successful Completion of Examination (CSCE) valid for exam element credit?|D||97.9(b)|180 days|30 days|For as long as your current license is valid|365 days
G1D10|What is the minimum age that one must be to qualify as an accredited Volunteer Examiner?|C||97.509(b)(2)|21 years|12 years|18 years|There is no age limit
G1D11|What is required to obtain a new General Class license after a previously-held license has expired and the two-year grace period has passed?|B||97.505|There are no requirements other than being able to show a copy of the expired license|The applicant must pass the current Element 2 exam|They must have a letter from the FCC showing they once held an amateur or commercial license|The applicant must be able to produce a copy of a page from a call book published in the U.S. showing his or her name and address
G1E01|Which of the following would disqualify a third party from participating in stating a message over an amateur station?|C||97.115(b)(2)|The third party is not a U.S. citizen|The third party is a licensed amateur|The third party’s amateur license has been revoked and not reinstated|The third party is speaking in a language other than English
G1E02|When may a 10-meter repeater retransmit the 2-meter signal from a station that has a Technician class control operator?|B||97.205(b)|Under no circumstances|Only if the 10-meter repeater control operator holds at least a General class license|Only during an FCC-declared general state of communications emergency|Only if the station on 10-meters is operating under a Special Temporary Authorization allowing such retransmission
G1E03|What is required to conduct communications with a digital station operating under automatic control outside the automatic control band segments?|A||97.221|The station initiating the contact must be under local or remote control|The control operator of the interrogating station must hold an Amateur Extra Class license|The interrogating transmission must be made by another automatically controlled station|No third-party traffic may be transmitted
G1E04|Which of the following conditions require a licensed Amateur Radio operator to take specific steps to avoid harmful interference to other users or facilities?|D||97.13(b), 97.303, 97.311(b)|When a station is transmitting spread spectrum emissions|When using a band where the Amateur Service is secondary|When operating within one mile of an FCC Monitoring Station|All these choices are correct
G1E05|What types of messages for a third party in another country may be transmitted by an amateur station?|D||97.115(a)(2), 97.117|Only messages for other licensed amateurs|Any message, as long as the amateur operator is not paid|Any messages, as long as the text of the message is recorded in the station log|Only messages relating to Amateur Radio or remarks of a personal character, or messages relating to emergencies or disaster relief
G1E06|The frequency allocations of which ITU region apply to radio amateurs operating in North and South America?|A||97.301, ITU Radio Regulations|Region 2|Region 4|Region 3|Region 1
G1E07|In what part of the 13-centimeter band may an amateur station communicate with non-licensed Wi-Fi stations?|B||97.111|Anywhere in the band|No part|Channels 42 through 45|Channels 1 through 4
G1E08|What is the maximum PEP output allowed for spread spectrum transmissions?|C||97.313(j)|100 milliwatts|1500 watts|10 watts|100 watts
G1E09|Under what circumstances are messages that are sent via digital modes exempt from Part 97 third-party rules that apply to other modes of communication?|D||97.115|When messages are not encrypted|When under automatic control|When messages are encrypted|Under no circumstances
G1E10|Why should an amateur operator normally avoid transmitting on 14.100, 18.110, 21.150, 24. 930 and 28.200 MHz?|A||97.101|A system of propagation beacon stations operates on those frequencies|A system of automatic digital stations operates on those frequencies|These frequencies are set aside for emergency operations|These frequencies are set aside for bulletins from the FCC
G1E11|On what bands may automatically controlled stations transmitting RTTY or data emissions communicate with other automatically controlled digital station?|D||97.221, 97.305|On any band segment where digital operation is permitted|Only in the non-phone Extra Class segments of the bands|Anywhere in the non-phone segments of the 10-meter or shorter wavelength bands|Anywhere in the 6-meter or shorter wavelength bands, and in limited segments of some of the HF bands
G2A01|Which sideband is most commonly used for voice communications on frequencies of 14 MHz or higher?|B|||Vestigial sideband|Upper sideband|Double sideband|Lower sideband
G2A02|Which of the following modes is most commonly used for voice communications on the 160-meter, 75-meter, and 40-meter bands?|B|||Upper sideband|Lower sideband|Double sideband|Vestigial sideband
G2A03|Which of the following is most commonly used for SSB voice communications in the VHF and UHF bands?|B|||Double sideband|Upper sideband|Vestigial sideband|Lower sideband
G2A04|Which mode is most commonly used for voice communications on the 17-meter and 12-meter bands?|A|||Upper sideband|Lower sideband|Vestigial sideband|Double sideband
G2A05|Which mode of voice communication is most commonly used on the HF amateur bands?|C|||Phase modulation|Double sideband|Single sideband|Frequency modulation
G2A06|Which of the following is an advantage when using single sideband, as compared to other analog voice modes on the HF amateur bands?|A|||Less bandwidth used and greater power efficiency|Very high fidelity voice modulation|Less subject to interference from atmospheric static crashes|Ease of tuning on receive and immunity to impulse noise
G2A07|Which of the following statements is true of the single sideband voice mode?|D|||SSB is the only voice mode that is authorized on the 160-meter, 75-meter, and 40-meter amateur bands|SSB is the only voice mode that is authorized on the 20-meter, 15-meter, and 10-meter amateur bands|Only one sideband and the carrier are transmitted; the other sideband is suppressed|Only one sideband is transmitted; the other sideband and carrier are suppressed
G2A08|What is the recommended way to break in to a phone contact?|D|||Say “QRZ” several times, followed by your call sign|Say “CQ” followed by the call sign of either station|Say “Breaker Breaker”|Say your call sign once
G2A09|Why do most amateur stations use lower sideband on the 160-meter, 75-meter, and 40-meter bands?|D|||Lower sideband is more efficient than upper sideband at these frequencies|Lower sideband is the only sideband legal on these frequency bands|Because it is fully compatible with an AM detector|It is good amateur practice
G2A10|Which of the following statements is true of voice VOX operation versus PTT operation?|C|||It occupies less bandwidth|The received signal is more natural sounding|It allows “hands free” operation|It provides more power output
G2A11|Generally, who should respond to a station in the contiguous 48 states who calls “CQ DX”?|A|||Any stations outside the lower 48 states|Only stations in Germany|Only contest stations|Any caller is welcome to respond
G2A12|What control is typically adjusted for proper ALC setting on an amateur single sideband transceiver?|B|||Antenna inductance or capacitance|Transmit audio or microphone gain|Attenuator level|The RF clipping level
G2B01|Which of the following is true concerning access to frequencies?|D||97.101(b), (c)|Nets always have priority|Contest operations must always yield to non-contest use of frequencies|QSOs in progress always have priority|Except during emergencies, no amateur station has priority access to any frequency
G2B02|What is the first thing you should do if you are communicating with another amateur station and hear a station in distress break in?|B|||Immediately cease all transmissions|Acknowledge the station in distress and determine what assistance may be needed|Change to a different frequency|Continue your communication because you were on the frequency first
G2B03|What is good amateur practice if propagation changes during a contact and you notice interference from other stations on the frequency?|A|||Attempt to resolve the interference problem with the other stations in a mutually acceptable manner|Increase power to overcome interference|Tell the interfering stations to change frequency|Report the interference to your local Amateur Auxiliary Coordinator
G2B04|When selecting a CW transmitting frequency, what minimum separation should be used to minimize interference to stations on adjacent frequencies?|C|||5 to 50 Hz|1 to 3 kHz|150 to 500 Hz|3 to 6 kHz
G2B05|When selecting an SSB transmitting frequency, what minimum separation should be used to minimize interference to stations on adjacent frequencies?|C|||150 to 500 Hz|5 to 50 Hz|Approximately 3 kHz|Approximately 6 kHz
G2B06|What is a practical way to avoid harmful interference on an apparently clear frequency before calling CQ on CW or phone?|B|||Listen for 2 minutes before calling CQ|Send “QRL?” on CW, followed by your call sign; or, if using phone, ask if the frequency is in use, followed by your call sign|Send the letter “V” in Morse code several times and listen for a response, or say “test” several times and listen for a response|Send “QSY” on CW or if using phone, announce “the frequency is in use,” then give your call sign and listen for a response
G2B07|Which of the following complies with good amateur practice when choosing a frequency on which to initiate a call?|C|||Check to see if the channel is assigned to another station|Identify your station by transmitting your call sign at least 3 times|Follow the voluntary band plan for the operating mode you intend to use|All these choices are correct
G2B08|What is the voluntary band plan restriction for U.S. stations transmitting within the 48 contiguous states in the 50.1 to 50.125 MHz band segment?|B|||Only digital contacts|Only contacts with stations not within the 48 contiguous states|Only SSTV contacts|Only contacts with other stations within the 48 contiguous states
G2B09|Who may be the control operator of an amateur station transmitting in RACES to assist relief operations during a disaster?|C||97.407(a)|Only a RACES net control operator|A person holding an FCC-issued amateur operator license or an appropriate government official|Only a person holding an FCC-issued amateur operator license|Any control operator when normal communication systems are operational
G2B10|When is an amateur station allowed to use any means at its disposal to assist another station in distress?|B||97.405(b)|At any time when transmitting in an organized net|At any time during an actual emergency|Only when transmitting in RACES|Only on authorized HF frequencies
G2B11|What frequency should be used to send a distress call?|D||97.405|Only frequencies authorized for RACES or ARES stations|Only frequencies that are within your operating privileges|Only frequencies used by police, fire, or emergency medical services|Whichever frequency has the best chance of communicating the distress message
G2C01|Which of the following describes full break-in telegraphy (QSK)?|A|||Transmitting stations can receive between code characters and elements|Breaking stations send the Morse code prosign “BK”|Automatic keyers, instead of hand keys, are used to send Morse code|An operator must activate a manual send/receive switch before and after every transmission
G2C02|What should you do if a CW station sends “QRS?”|D|||Repeat everything twice|Change frequency|Increase your power|Send slower
G2C03|What does it mean when a CW operator sends “KN” at the end of a transmission?|D|||Operating full break-in|Listening for novice stations|Closing station now|Listening only for a specific station or stations
G2C04|What does the Q signal “QRL?” mean?|C|||“Are you listening only for a specific station?”|“Are you operating full break-in?” or “Can you operate full break-in?”|“Are you busy?” or “Is this frequency in use?”|“Will you keep the frequency clear?”
G2C05|What is the best speed to use when answering a CQ in Morse code?|D|||At the standard calling speed of 5 wpm|The fastest speed at which you are comfortable copying, but no slower than the CQ|At the standard calling speed of 10 wpm|The fastest speed at which you are comfortable copying, but no faster than the CQ
G2C06|What does the term “zero beat” mean in CW operation?|D|||Matching the speed of the transmitting station|Sending without error|Operating split to avoid interference on frequency|Matching the transmit frequency to the frequency of a received signal
G2C07|When sending CW, what does a “C” mean when added to the RST report?|D|||Key clicks|100 percent copy|Report was read from an S meter rather than estimated|Chirpy or unstable signal
G2C08|What prosign is sent to indicate the end of a formal message when using CW?|B|||BK|AR|KN|SK
G2C09|What does the Q signal “QSL” mean?|B|||Send slower|I acknowledge receipt|We have already confirmed by card|We have worked before
G2C10|What does the Q signal “QRN” mean?|B|||Stop sending|I am troubled by static|Zero beat my signal|Send more slowly
G2C11|What does the Q signal “QRV” mean?|C|||You are sending too fast|There is interference on the frequency|I am ready to receive messages|I am quitting for the day
G2D01|What is the Volunteer Monitoring Program?|A|||Amateur volunteers who are formally enlisted to monitor the airwaves for rules violations|Amateur volunteers who conduct frequency coordination for amateur VHF repeaters|Amateur volunteers who conduct amateur licensing examinations|Amateur volunteers who use their station equipment to help civil defense organizations in times of emergency
G2D02|Which of the following are objectives of the Volunteer Monitoring Program?|D|||To coordinate repeaters for efficient and orderly spectrum usage|To conduct efficient and orderly amateur licensing examinations|To provide emergency and public safety communications|To encourage amateur radio operators to self-regulate and comply with the rules
G2D03|What skills learned during hidden transmitter hunts are of help to the Volunteer Monitoring Program?|A|||Direction finding used to locate stations violating FCC rules|Identification of different call signs|Identification of out-of-band operation|Hunters have an opportunity to transmit on non-amateur frequencies
G2D04|Which of the following describes an azimuthal projection map?|B|||A map that shows accurate land masses|A map that shows true bearings and distances from a particular location|A map that shows the number of degrees longitude that an amateur satellite appears to move westward at the equator with each orbit|A map that shows the angle at which an amateur satellite crosses the equator
G2D05|Which of the following is a good way to indicate on a clear frequency in the HF phone bands that you are looking for a contact with any station?|B|||Sign your call sign once, followed by the words “listening for a call” -- if no answer, change frequency and repeat|Repeat “CQ” a few times, followed by “this is,” then your call sign a few times, then pause to listen, repeat as necessary|Transmit an unmodulated carried for approximately 10 seconds, followed by “this is” and your call sign, and pause to listen -- repeat as necessary|Say “QTC” followed by “this is” and your call sign -- if no answer, change frequency and repeat
G2D06|How is a directional antenna pointed when making a “long-path” contact with another station?|C|||Toward the north|Toward the rising sun|180 degrees from the station’s short-path heading|Along the grayline
G2D07|Which of the following are examples of the NATO Phonetic Alphabet?|C|||Able, Baker, Charlie, Dog|Adam, Boy, Charles, David|Alpha, Bravo, Charlie, Delta|America, Boston, Canada, Denmark
G2D08|What is a reason why many amateurs keep a station log?|B|||The ITU requires a log of all international contacts|To help with a reply if the FCC requests information|The log provides evidence of operation needed to renew a license without retest|The ITU requires a log of all international third-party traffic
G2D09|Which of the following is required when participating in a contest on HF frequencies?|A|||Identify your station per normal FCC regulations|Submit a log to the contest sponsor|Send a QSL card to the stations worked, or QSL via Logbook of The World|All these choices are correct
G2D10|What is QRP operation?|D|||Transmission using Quick Response Protocol|Remote piloted model control|Traffic relay procedure net operation|Low-power transmit operation
G2D11|Which of the following is typical of the lower HF frequencies during the summer?|A|||High levels of atmospheric noise or “static”|Poor propagation at any time of day|World-wide propagation during the daylight hours|Heavy distortion on signals due to photon absorption
G2E01|Which mode is normally used when sending RTTY signals via AFSK with an SSB transmitter?|C|||CW|DSB|LSB|USB
G2E02|How can a PACTOR modem or controller be used to determine if the channel is in use by other PACTOR stations?|D|||Transmit UI packets several times and wait to see if there is a response from another PACTOR station|Unplug the data connector temporarily and see if the channel-busy indication is turned off|Send the message, ”Is this frequency in use?”|Put the modem or controller in a mode which allows monitoring communications without a connection
G2E03|What symptoms may result from other signals interfering with a PACTOR or WINMOR transmission?|D|||Long pauses in message transmission|Failure to establish a connection between stations|Frequent retries or timeouts|All these choices are correct
G2E04|What segment of the 20-meter band is most often used for digital transmissions (avoiding the DX propagation beacons)?|D|||14.000 - 14.050 MHz|14.150 - 14.225 MHz|14.275 - 14.350 MHz|14.070 - 14.112 MHz
G2E05|What is the standard sideband used to generate a JT65, JT9, or FT8 digital signal when using AFSK in any amateur band?|B|||LSB|USB|SSB|DSB
G2E06|What is the most common frequency shift for RTTY emissions in the amateur HF bands?|B|||425 Hz|170 Hz|850 Hz|85 Hz
G2E07|What segment of the 80-meter band is most commonly used for digital transmissions?|B|||3700 – 3750 kHz|3570 – 3600 kHz|3775 – 3825 kHz|3500 – 3525 kHz
G2E08|In what segment of the 20-meter band are most PSK31 operations commonly found?|A|||Below the RTTY segment, near 14.070 MHz|At the bottom of the slow-scan TV segment, near 14.230 MHz|At the top of the SSB phone segment, near 14.325 MHz|In the middle of the CW segment, near 14.100 MHz
G2E09|How do you join a contact between two stations using the PACTOR protocol?|A|||Joining an existing contact is not possible, PACTOR connections are limited to two stations|Send a NAK response continuously so that the sending station must stand by|Transmit a steady carrier until the PACTOR protocol times out and disconnects|Send broadcast packets containing your call sign while in MONITOR mode
G2E10|Which of the following is a way to establish contact with a digital messaging system gateway station?|C|||Send an email to the system control operator|Send QRL in Morse code|Transmit a connect message on the station’s published frequency|Respond when the station broadcasts its SSID
G2E11|Which of the following is characteristic of the FT8 mode of the WSJT-X family?|C|||It is a keyboard-to-keyboard chat mode|Each transmission takes exactly 60 seconds|Typical exchanges are limited to call signs, grid locators, and signal reports|It is limited to use on VHF
G2E12|Which of the following connectors would be a good choice for a serial data port?|C|||Type N|Type SMA|DE-9|PL-259
G2E13|Which communication system sometimes uses the internet to transfer messages?|C|||RTTY|SKYWARN|Winlink|ARES
G2E14|What could be wrong if you cannot decode an RTTY or other FSK signal even though it is apparently tuned in properly?|D|||You may have selected the wrong baud rate|The mark and space frequencies may be reversed|You may be listening on the wrong sideband|All these choices are correct
G2E15|Which of the following is a requirement when using the FT8 digital mode?|D|||Receiver attenuator set to -12 dB|A vertically polarized antenna|A special hardware modem|Computer time accurate within approximately 1 second
G3A01|What is the significance of the sunspot number with regard to HF propagation?|B|||Lower sunspot numbers generally indicate greater probability of sporadic E propagation|Higher sunspot numbers generally indicate a greater probability of good propagation at higher frequencies|A zero sunspot number indicates undisturbed conditions|A zero sunspot number indicates that radio propagation is not possible on any band
G3A02|What effect does a Sudden Ionospheric Disturbance have on the daytime ionospheric propagation of HF radio waves?|D|||It enhances propagation on all HF frequencies|None, because only areas on the night side of the Earth are affected|It disrupts communications via satellite more than direct communications|It disrupts signals on lower frequencies more than those on higher frequencies
G3A03|Approximately how long does it take the increased ultraviolet and X-ray radiation from solar flares to affect radio propagation on Earth?|A|||8 minutes|1 to 2 hours|20 to 40 hours|28 days
G3A04|Which of the following are least reliable for long-distance communications during periods of low solar activity?|C|||60 meters and 40 meters|80 meters and 160 meters|15 meters, 12 meters, and 10 meters|30 meters and 20 meters
G3A05|What is the solar flux index?|D|||A measure of the highest frequency that is useful for ionospheric propagation between two points on Earth|Another name for the American sunspot number|A count of sunspots that is adjusted for solar emissions|A measure of solar radiation at 10.7 centimeters wavelength
G3A06|What is a geomagnetic storm?|C|||A thunderstorm that affects radio propagation|Ripples in the ionosphere|A temporary disturbance in Earth’s magnetosphere|A sudden drop in the solar flux index
G3A07|At what point in the solar cycle does the 20-meter band usually support worldwide propagation during daylight hours?|A|||At any point in the solar cycle|Only at the minimum point of the solar cycle|Only at the maximum point of the solar cycle|At the summer solstice
G3A08|Which of the following effects can a geomagnetic storm have on radio propagation?|D|||Improved ground wave propagation|Degraded ground wave propagation|Improved high-latitude HF propagation|Degraded high-latitude HF propagation
G3A09|What benefit can high geomagnetic activity have on radio communications?|A|||Auroras that can reflect VHF signals|Reduced long delayed echoes|Improved HF long path propagation|Higher signal strength for HF signals passing through the polar regions
G3A10|What causes HF propagation conditions to vary periodically in a roughly 28-day cycle?|C|||Cyclic variation in Earth’s radiation belts|Long term oscillations in the upper atmosphere|The sun’s rotation on its axis|The position of the moon in its orbit
G3A11|How long does it take charged particles from coronal mass ejections to affect radio propagation on Earth?|C|||14 days|4 to 8 minutes|20 to 40 hours|28 days
G3A12|What does the K-index indicate?|C|||The solar radio flux at Boulder, Colorado|The stability of the sun’s magnetic field|The short-term stability of Earth’s magnetic field|The relative position of sunspots on the surface of the sun
G3A13|What does the A-index indicate?|B|||The amount of polarization of the sun’s electric field|The long-term stability of Earth’s geomagnetic field|The solar radio flux at Boulder, Colorado|The relative position of sunspots on the surface of the sun
G3A14|How are radio communications usually affected by the charged particles that reach Earth from solar coronal holes?|D|||VHF/UHF ducting is improved|HF communications are improved|VHF/UHF ducting is disturbed|HF communications are disturbed
