LK0111|无线电业余业务是供业余无线电爱好者作下列用途的无线电通信业务：|C||[A]救灾抢险、车队联络和技术学习|[B]娱乐休闲、报告路况和公益服务|[C]自我训练、相互通信和技术研究|[D]技术教学、民兵训练和公益通信
LK0187|无线电波是指：|A||[A]频率为3,000GHz以下的在空间传播的电磁波|[B]频率为30 Hz至30GHz的在空间传播的电磁波|[C]频率为3,000GHz以下的所有电磁波|[D]频率为3,000 Hz至3,000 MHz的电磁波
LK0183|关于无线电通信的正确说法：|C||[A]无线电通信包括利用光在内的所有电磁波所进行的各种通信|[B]利用无线电波进行的符号、信号、文字、图像、声音以外的信息传输不属于无线电通信|[C]无线电通信是指利用无线电波进行的符号、信号、文字、图像、声音或其他信息的传输、发射或接收。|[D]产生无线电波并用其加热属于无线电通信的一种应用
LK0026|个人申请设置具有发信功能的业余无线电台的年龄条件是：|A||[A]年满十八周岁|[B]年满十六周岁|[C]年满十四周岁|[D]具备《业余无线电台操作证书》者申请设置业余无线电台不受年龄限制
LK0041|申请设置业余无线电台应当具备的条件有：|A||[A]熟悉无线电管理规定、具备国家规定的操作技术能力、发射设备符合国家技术标准、法律和行政法规规定的其他条件|[B]熟悉无线电管理规定、具备国家规定的操作技术能力、发射设备符合国家技术标准、当地无线电管理机构委托的受理机构设置的其他条件|[C]加入指定协会、具备当地无线电管理机构规定的操作技术能力、发射设备符合国家技术标准、法律和行政法规规定的其他条件|[D]熟悉无线电管理规定、具备当地无线电管理机构委托的考试机构设置的操作技术能力标准、发射设备符合国家技术标准、法律和行政法规规定的其他条件
LK0042|使用业余无线电台应当具备的条件有：|B||[A]具备国家或地方无线电管理机构核发的业余无线电台执照|[B]熟悉无线电管理规定、具备国家规定的操作技术能力并取得相应操作技术能力证明|[C]使用具有发信功能的业余无线电台的，应当年满十八周岁|[D]熟悉无线电管理规定、实际上具备国家规定的操作技术能力但不必需取得相应的证明
LK0010|按照《业余电台管理办法》规定，申请设置使用配备有多台业余无线电发射设备的业余无线电台，应该：|B||[A]视为一个业余电台，指配一个电台呼号，每个频段选择一台设备加以核定并将参数载入电台执照|[B]视为一个业余电台，指配一个电台呼号，但所有设备均应经过核定并将参数载入电台执照|[C]每台设备视为一个业余电台，各指配一个电台呼号，并都应经过核定并将参数载入电台执照|[D]视为一个业余电台，指配一个电台呼号，其中只需有一台设备加以核定并将参数载入电台执照
LK0028|申请设置下列业余无线电台时应在《业余无线电台设置（变更）申请表》 的“台站种类”选择“特殊”类：|B||[A]移动操作的车载台|[B]中继台、信标台、空间台|[C]需要到外地移动操作的手持台|[D]用于业余卫星通信的地面业余无线电台
LK0029|申请设置信标台、空间台和技术参数需要超出管理办法规定的特殊业余电台的办法为：|A||[A]在《业余无线电台设置（变更）申请表》 的“台站种类”选择“特殊”类，由地方无线电管理机构受理和初审后交国家无线电管理机构审批|[B]按照设置一般业余电台的办法申请即可，然后根据需要操作就可以|[C]先按设置一般业余电台的办法申请，然后再到本地无线电管理机构办理变更执照核定内容|[D]必须由地方业余无线电协会作为申请单位，经本地无线电管理机构办理批准设台
LK0032|设置通信范围涉及两个以上的省、自治区、直辖市或者涉及境外的一般业余无线电台，审批机构是下列中：|B||[A]设台地地方无线电管理机构|[B]国家无线电管理机构或其委托的设台地的地方无线电管理机构|[C]设台地的地方无线电民间组织|[D]国家无线电管理机构委托的设台地地方无线电民间组织
LK0033|按照在省、自治区、直辖市范围内通信所申请设置的业余无线电台，如想要将通信范围扩大至涉及两个以上的省、自治区、直辖市或者涉及境外，或者要到设台地以外进行异地发射操作，须办理下列手续：|C||[A]反正已经有了电台执照，只需向核发执照的无线电管理机构通报变更情况即可，不必申请办理变更和换发执照|[B]反正已经有了电台执照，可先扩大操作起来，等执照有效期届满时再申请办理变更手续，换发业余无线电台执照|[C]事先向核发执照的无线电管理机构申请办理变更手续，按相关流程经国家无线电管理机构或其委托的设台地的地方无线电管理机构批准后，换发业余无线电台执照|[D]只要不会被发现，可以不申请办理变更手续，悄悄越限操作
LK0044|业余无线电台执照有效期届满后需要继续使用的，应当在下列期限内向核发执照的无线电管理机构申请办理延续手续：|B||[A]有效期届满二十天前|[B]有效期届满一个月前|[C]有效期届满三个月之内|[D]有效期届满一个月之内
LK0045|因改进或调整业余发射设备使业余无线电台的技术参数超出其业余无线电台执照所核定的范围时，应当办理下列手续：|A||[A]及时向核发执照的无线电管理机构申请办理变更手续，换发业余无线电台执照|[B]等执照有效期届满时向核发执照的无线电管理机构申请办理变更手续，换发业余无线电台执照|[C]只要设备型号和产品序列号没有改变，不必申请办理变更手续|[D]只需及时向核发执照的无线电管理机构通报变更情况，进行备案即可
LK0046|终止使用业余无线电台的，应当向下列机构申请注销执照：|B||[A]国家无线电管理机构|[B]核发业余无线电台执照的无线电管理机构|[C]受国家无线电管理机构委托的地方业余无线电民间组织|[D]受国家无线电管理机构委托的全国性业余无线电民间组织
LK0024|业余无线电台专用无线电发射设备的重要特征是：|B||[A]必须具有数字对讲方式|[B]发射频率不得超出业余频段|[C]发射频率必须覆盖所有业余频段|[D]发射方式必须包含调频
LK0025|业余无线电发射设备的下列指标必须符合国家的相关规定：|A||[A]频率容限和杂散域发射功率|[B]指配频带和必要带宽|[C]频率调制频偏和调制度|[D]频率容限和带外发射
LK0038|业余无线电台使用的发射设备必须符合下列条件：|D||[A]必须具备《无线电发射设备型号核准证》|[B]商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备不受限制|[C]国产商品设备应当具备《无线电发射设备型号核准证》，国外商品设备符合国际流行技术标准即可|[D]商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备应通过国家相关技术标准的检测
LK0039|对业余无线电台专用无线电发射设备进行型号核准的依据为：|B||[A]经国家认证的检测单位所制订的技术标准|[B]国家《无线电频率划分规定》中有关无线电发射设备技术指标的规定|[C]国家关于专业无线电通信发射设备的技术标准|[D]地方无线电管理机构制订的技术标准
LK0040|业余无线电台专用无线电发射设备的发射频率必须满足的条件是：|D||[A]发射频率可以在业余频段和非业余频段之间选择|[B]发射频率包含至少一个业余业务或者卫星业余业务频段|[C]发射频率包含所有业余业务或者卫星业余业务频段|[D]发射频率不能超越业余业务或者卫星业余业务频段
LK0116|业余电台的无线电发射设备应符国家规定的下列主要技术指标：|D||[A]工作频率范围足够宽、杂散发射不低于最大允许功率电平、带宽大于允许最低值|[B]杂散发射不低于最大允许功率电平、电源电压及频率符合国家电网标准、采用标准天线阻抗|[C]杂散发射不低于最大允许功率电平、频率漂移不低于频率容限、电源利用效率满足节能要求|[D]符合频率容限、符合杂散发射最大允许功率电平
LK0117|频率容限是发射设备的重要指标，通常用下述单位来表示：|D||[A]dB|[B]百分之几（或者兆赫）|[C]瓦|[D]百万分之几（或者赫兹）
LK0118|杂散域发射功率是发射设备的重要指标，通常用下述单位来表示：|A||[A]绝对功率dBm、低于载波发射功率的分贝值dBc、低于PEP发射功率的相对值dB|[B]千赫（或者赫芝）|[C]百分之几|[D]绝对功率（瓦）
LK0125|辐射（radiation）是指任何源的能量流以无线电波的形式向外发出。正确的说法是：|C||[A]射频电路中变压器内磁芯里的磁场是一种辐射|[B]沿电源线窜入接收机的差模干扰是一种辐射|[C]闪电产生的电磁波干扰是一种辐射|[D]射频电路中电容器内极板间的电场是一种辐射
LK0126|发射（emission）是指：由无线电发信电台产生的辐射或辐射产物。正确的说法是：|B||[A]医用高频电疗机向周围发送的无线电波能量是一种发射|[B]业余电台向周围发送的杂散产物是一种发射|[C]无线电接收机本地振荡器辐射的能量是一种发射|[D]闪电产生的电磁波干扰是一种发射
LK0137|杂散发射是指必要带宽之外的一个或多个频率的发射，其发射电平可降低而不致影响相应信息的传输。一台发射机，工作频率为145.000MHz，但在435.000MHz的频率上也有发射。这种发射属于：|B||[A]带内发射|[B]杂散发射|[C]谐波发射|[D]带外发射
LK0139|业余无线电专用发射设备必须满足的主要技术指标要求包括：|C||[A]频率容限和杂散辐射不超过限值，发射频率包括国家规定的业余频率|[B]发射功率不低于功率限额，输出阻抗符合工业标准|[C]频率容限和杂散辐射不超过限值，发射频率不超出国家规定的业余频率|[D]频率容限不低于限值，杂散辐射不超过限值，发射频率不超出国家规定的业余频率
LK0047|业余无线电台使用的频率应当符合下述规定：|D||[A]ITU《无线电规则》第IV节“频率划分表”|[B]IARU三区“频率规划”|[C]一般业余无线电书籍所叙述的频率|[D]《中华人民共和国无线电频率划分规定》
LK0048|业余无线电台在业余业务、卫星业余业务作为次要业务使用的频率或者与其他主要业务共同使用的频率上发射操作时，应当注意：|B||[A]首先守听频率是否已由其他业务电台占用，如听不到，即可按照先来先用的原则放心使用|[B]遵守无线电管理机构对该频率的使用规定|[C]只要遵守了《中华人民共和国无线电频率划分规定》的有关规定即可放心使用|[D]可以任意使用，但在遇到其他业务电台使用时要主动避让
LK0049|关于业余频率的使用，正确的叙述是：|C||[A]业余无线电台在无线电管理机构核准其使用的频段内，不同类别的业余电台享有不同优先程度的频率使用权|[B]依法成立的地方业余无线电民间组织的业余电台，在其常用的台网频率上享有比其他个人设置的业余电台优先的使用权|[C]业余无线电台在无线电管理机构核准其使用的频段内，享有平等的频率使用权|[D]任何业余无线电台在任何频段都享有平等的频率使用权
LK0113|在无线电管理中，由国家将某个特定的频带列入频率划分表，规定该频带可在指定的条件下供业余业余业务或者卫星业余业务使用，这个过程称为：|D||[A]指配|[B]分配|[C]授权|[D]划分
LK0114|在无线电管理中，将无线电频率或频道规定由一个或多个部门，在指定的区域内供地面或空间无线电通信业务在指定条件下使用，这个过程称为：|B||[A]划分|[B]分配|[C]授权|[D]指配
LK0115|在无线电管理中，将无线电频率或频道批准给具体的业余无线电台在规定条件下使用，这个过程称为：|C||[A]授权|[B]分配|[C]指配|[D]划分
LK0140|在频率划分表中，一个频带被标明划分给多种业务时，这些业务被分为下述类别：|C||[A]安全业务和一般业务|[B]业余业务和非业余业务|[C]主要业务和次要业务|[D]民用业务和军用业务
LK0141|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台应该遵循的规则是：|A||[A]不得对主要业务电台产生有害干扰|[B]不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|[C]可要求保护不受来自主要业务电台的有害干扰|[D]容许因设备技术问题对主要业务电台产生短时间有害干扰
LK0142|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|B||[A]不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|[B]不得对来自主要业务电台的有害干扰提出保护要求|[C]可要求保护不受来自主要业务电台的有害干扰|[D]容许因设备技术问题对主要业务电台产生短时间有害干扰
LK0143|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|D||[A]容许因设备技术问题对主要业务电台产生短时间有害干扰|[B]不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|[C]可要求保护不受来自主要业务电台的有害干扰|[D]可要求保护不受来自同一业务或其他次要业务电台的有害干扰
LK0119|必要带宽（necessary bandwidth）是指：对给定的发射类别而言，其恰好足以保证在相应速率及在指定条件下具有所要求质量的信息传输的所需带宽。业余电台单边带话音通信SSB、低速莫尔斯电码通信CW、调频话音通信FM和业余电视ATV的必要带宽分别是：|D||[A]5MHz、3000Hz、400Hz、12.5kHz|[B]12.5kHz、5MHz、400Hz、2700Hz|[C]3000Hz、400Hz、5MHz、12.5kHz|[D]3000Hz、400Hz、12.5kHz、5MHz
LK0231|为了满足我国《无线电频率划分规定》“电台的技术特性”关于无线电通信“把带宽保持在技术状态和该项业务的性质所允许的最低值上”的要求，业余电台操作者应了解各种通信方式的必要带宽。决定必要带宽的因素是：|B||[A]接收设备的灵敏度越高，必要带宽越宽|[B]所要传输的信息速率越高、整个通信系统的噪声干扰越大，必要带宽越宽|[C]发射设备的功率越大，必要带宽越宽|[D]通信距离越近，必要带宽越宽
LK0136|带外发射是指由于调制过程而产生的、刚超出必要带宽的一个或多个频率的发射，但杂散发射除外。如果单边带发射机在发送由两个音频信号组成的双音信号时，产生的三阶互调分量刚超出了必要带宽3kHz。这种分量的发射属于：|B||[A]带内发射|[B]带外发射|[C]杂散发射|[D]谐波发射
LK0173|分配给业余业务的某频段的频率下限为F1，业余电台实际可以工作的发信频率应为：|C||[A]F1|[B]F1-信号下边带的频率宽度|[C]F1+信号下边带的频率宽度|[D]F1-2×信号下边带的频率宽度
LK0174|分配给业余业务的某频段的频率上限为F2，业余电台实际可以工作的发信频率应为：|C||[A]F2-2×信号上边带的频率宽度|[B]F2|[C]F2-信号上边带的频率宽度|[D]F2+信号上边带的频率宽度
LK0144|我国分配给业余业务和卫星业余业务专用的频段有：|A||[A]7MHz、14MHz、21MHz、28MHz、47GHz频段|[B]7MHz、14MHz、21MHz、28MHz、144MHz频段|[C]7MHz、14MHz、28MHz、144MHz、430MHz频段|[D]3.5MHz、14MHz、21MHz、28MHz、10GHz频段
LK0145|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为主要业务之一的30MHz以下频段有：|B||[A]1.8MHz、10.1MHz、14.25MHz、18.068MHz、21.45MHz频段|[B]1.8MHz、3.5MHz、14.25MHz、18.068MHz、24.89MHz频段|[C]3.5MHz、10.1MHz、14.25MHz、18.068MHz、29.7MHz频段|[D]3.5MHz、7MHz、14.25MHz、21MHz、24.89MHz频段
LK0146|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为主要业务的VHF和UHF频段有：|B||[A]144MHz、430MHz|[B]50MHz、144MHz|[C]50MHz、430MHz|[D]220MHz、430MHz
LK0147|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为唯一主要业务的频段的个数以及在3GHz以下的该类频段分别为：|C||[A]5个，50-54MHz|[B]5个，28-29.7MHz|[C]3个，144-146MHz|[D]4个，7.0-7.2MHz
LK0148|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为次要业务的1200MHz以下频段有：|C||[A]3.5MHz、7MHz、50MHz|[B]10.1MHz、24.89MHz、430MHz|[C]135.7kHz、10.1MHz、430MHz|[D]3.5MHz、18.068MHz、144MHz
LK0157|俗称的6米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|B||[A]51-54MHz，专用|[B]50-54MHz，主要业务|[C]52-56MHz，次要业务|[D]50-52MHz，次要业务
LK0158|俗称的2米业余波段的频率范围以及我国业余业务和卫星业余业务的使用状态分别为：|D||[A]144-148MHz；其中144-146MHz为专用，146-148MHz为次要业务|[B]144-146MHz；专用|[C]144-148MHz；次要业务|[D]144-148MHz；其中144-146MHz为唯一主要业务，146-148MHz为与其他业务共同作为主要业务
LK0159|俗称的0.7米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D||[A]430-440MHz，主要业务|[B]430-440MHz，专用|[C]420-470MHz，次要业务|[D]430-440MHz，次要业务
LK0160|在我国和多数其他国家的频率分配中，业余业务在430-440MHz频段中作为次要业务与其他业务共用。这个频段中我国分配的主要业务是：|D||[A]水上移动和航空移动|[B]移动业务|[C]固定业务|[D]无线电定位和航空无线电导航
LK0171|VHF业余无线电台在144MHz频段进行本地联络时应避免占用的频率为：|B||[A]144.035-145.8MHz|[B]144-144.035MHz和145.8-146MHz|[C]144.050-144.053MHz和145.100-145.750MHz|[D]144.035-144.053MHz和145.550-145.750MHz
LK0172|UHF业余无线电台在430MHz频段进行本地联络时应避免占用的频率为：|D||[A]431-432MHz和438-440MHz|[B]430-431.9MHz和432.240-435MHz|[C]430-431.2MHz和435-436MHz|[D]431.9-432.240MHz和435-438MHz
LK1031|430MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|B||[A]433MHz至435MHz|[B]435MHz至438MHz|[C]438MHz至439MHz|[D]432MHz至434MHz
LK1032|144MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|C||[A]145.4MHz至144.6MHz|[B]144.2MHz至144.5MHz|[C]145.8MHz至146MHz|[D]144.8MHz至145MHz
LK0220|我国无线电频率划分表划分给业余业务使用的最接近无线宽带WiFi频率的频带为2,300-2,450MHz，属于无线电频谱的下列频带（波段）：|D||[A]甚高频（米波）|[B]超高频（厘米波）|[C]高频（短波）|[D]特高频（分米波）
LK0221|我国无线电频率划分表划分给业余业务使用的最接近无线宽带WiFi频率的频带为2,300-2,450MHz，属于无线电频谱的下列频带（波段）：|C||[A]VHF|[B]HF|[C]UHF|[D]SHF
LK0222|我国无线电频率划分表划分给业余业务使用的最接近C波段卫星电视广播频率的频带是5.650-5.850GHz，属于无线电频谱的下列频带（波段）：|C||[A]甚高频（米波）|[B]极高频（毫米波）|[C]超高频（厘米波）|[D]特高频（分米波）
LK0223|我国无线电频率划分表划分给业余业务使用的最接近C波段卫星电视广播频率的频带是5.650-5.850GHz，属于无线电频谱的下列频带（波段）：|B||[A]VHF|[B]SHF|[C]EHF|[D]UHF
LK0224|我国无线电频率划分表划分给业余业务使用的最接近Ku波段卫星电视广播频率的频带10-10.5GHz，属于无线电频谱的下列频带（波段）：|C||[A]甚高频（米波）|[B]特高频（分米波）|[C]超高频（厘米波）|[D]极高频（毫米波）
LK0225|我国无线电频率划分表划分给业余业务使用的最接近Ku波段卫星电视广播频率的频带10-10.5GHz，属于无线电频谱的下列频带（波段）：|B||[A]EHF|[B]SHF|[C]VHF|[D]UHF
LK0226|我国无线电频率划分表划分给业余业务使用的最高频带为241GHz-250GHz，属于无线电频谱的下列频带（波段）：|D||[A]超高频（厘米波）|[B]至高频（丝米波或亚毫米波）|[C]特高频（分米波）|[D]极高频（毫米波）
LK0227|我国无线电频率划分表划分给业余业务使用的最高频带为241GHz-250GHz，属于无线电频谱的下列频带（波段）：|A||[A]EHF|[B]THF|[C]UHF|[D]SHF
LK0212|我国无线电频率划分表划分给业余业务使用的最低频带为135.7-137.8 kHz，属于无线电频谱的下列频带（波段）：|B||[A]甚低频（甚长波）|[B]低频（长波）|[C]超低频（超长波）|[D]特低频（特长波）
LK0213|我国无线电频率划分表划分给业余业务使用的最低频带为135.7-137.8 kHz，属于无线电频谱的下列频带（波段）：|C||[A]VLF|[B]SLF|[C]LF|[D]ULF
LK0214|我国无线电频率划分表划分给业余业务使用的1,800kHz-2,000kHz属于无线电频谱的下列频带（波段）：|A||[A]中频（中波）|[B]甚高频（米波）|[C]高频（短波）|[D]低频（长波）
LK0215|我国无线电频率划分表划分给业余业务使用的1,800kHz-2,000kHz属于无线电频谱的下列频带（波段）：|D||[A]HF|[B]VHF|[C]LF|[D]MF
LK0216|我国无线电频率划分表划分给业余业务使用的28MHz-29.7MHz属于无线电频谱的下列频带（波段）：|B||[A]甚高频（米波）|[B]高频（短波）|[C]中频（中波）|[D]低频（长波）
LK0217|我国无线电频率划分表划分给业余业务使用的28MHz-29.7MHz属于无线电频谱的下列频带（波段）：|B||[A]VHF|[B]HF|[C]MF|[D]LF
LK0218|我国无线电频率划分表划分给业余业务使用的50MHz-54MHz属于无线电频谱的下列频带（波段）：|D||[A]特高频（分米波）|[B]超高频（厘米波）|[C]高频（短波）|[D]甚高频（米波）
LK0219|我国无线电频率划分表划分给业余业务使用的50MHz-54MHz属于无线电频谱的下列频带（波段）：|C||[A]SHF|[B]UHF|[C]VHF|[D]HF
LK0149|我国分配给业余业务和卫星业余业务的频率最高的频段及其共用类别是：|A||[A]248-250GHz，唯一主要业务|[B]77.5-78GHz，主要业务|[C]134-136GHz，唯一主要业务|[D]47-47.2GHz，专用业务
LK0150|国际业余无线电界把WARC-76增加分配给业余业务和卫星业余业务的三个HF频段俗称为WARC频段，它们的频率范围是：|D||[A]10.068-10.168MHz、18.1-18.15MHz、24.89-24.99MHz|[B]10.89-10.88MHz、18.1-18.15MHz、24.068-24.168MHz|[C]10.1-10.15MHz、18.89-18.99MHz、24.068-24.168MHz|[D]10.1-10.15MHz、18.068-18.168MHz、24.89-24.99MHz
LK0161|我国和ITU分配给业余业务和卫星业余业务的属于低频（LF）和中频（MF）范围的频段分别为：|C||[A]我国和ITU均为 135.7-137.8kHz|[B]我国和ITU均为472-479kHz|[C]我国 135.7-137.8kHz；ITU 137.8-138.6kHz和472-479kHz|[D]我国 135.7-137.8kHz；ITU为 137.8-139.6kHz
LK0151|俗称的40米业余波段，其在ITU1、2、3区的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D||[A]7.0-7.3MHz、7.0-7.3MHz、7.0-7.2MHz，专用|[B]7.0-7.3MHz、7.0-7.3MHz、7.0-7.3MHz，专用|[C]7.0-7.1MHz、7.0-7.2MHz、7.0-7.3MHz，专用|[D]7.0-7.2MHz、7.0-7.3MHz、7.0-7.2MHz，专用
LK0152|俗称的160米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|B||[A]1700-1900kHz，专用业务|[B]1800-2000kHz，主要业务|[C]1800-1900kHz，次要业务|[D]1900-2000kHz，主要业务
LK0153|俗称的80米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D||[A]3.5-3.9MHz，次要业务|[B]3.5-4.0MHz，主要业务|[C]3.5-3.6MHz，专用业务|[D]3.5-3.9MHz，主要业务
LK0154|俗称的20米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D||[A]14-14.15MHz为专用，14.15-14.25为主要业务|[B]14-14.35MHz，专用|[C]14-14.35MHz为专用，14.35-14.45为主要业务|[D]14-14.25MHz为专用，14.25-14.35为主要业务
LK0155|俗称的15米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|B||[A]21-21.45MHz，次要业务|[B]21-21.45MHz，专用|[C]21-21.45MHz，主要业务|[D]21-21.35MHz，专用
LK0156|俗称的10米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|D||[A]28-29.7MHz，主要业务|[B]28-30MHz，次要业务|[C]28-29.6MHz，专用|[D]28-29.7MHz，专用
LK0162|短波业余电台应避免在IARU信标工作频率±500Hz的范围内发射电波。这些频率是：|B||[A]14.150MHz、18.100MHz、21.200MHz、24.930MHz、28.200MHz|[B]14.100MHz、18.110MHz、21.150MHz、24.930MHz、28.200MHz|[C]7.100MHz、10.070MHz、14.100MHz、21.100MHz、28.200MHz|[D]7.150MHz、14.110MHz、18.150MHz、21.150MHz、28.150MHz
LK0163|不能用于通话的HF业余频段为：|A||[A]10MHz业余频段|[B]1.8MHz业余频段|[C]14MHz业余频段|[D]18MHz业余频段
LK0164|我国短波业余电台在7MHz频段进行LSB通话时可以实际占用的频率为：|B||[A]7.023-7.200MHz|[B]7.030-7.200MHz|[C]7.000-7.100MHz|[D]7.000-7.200MHz
LK0165|短波业余电台在14MHz频段进行USB通话时可以实际占用的频率为：|B||[A]14.000-14.250MHz|[B]14.100-14.350MHz|[C]14.030-14.350MHz|[D]14.070-14.250MHz
LK0166|短波业余电台在18MHz频段进行USB通话时可以实际占用的频率为：|D||[A]18.1005-18.180MHz|[B]18.110-18.170MHz|[C]18.068-18.186MHz|[D]18.1105-18.168MHz
LK0167|短波业余电台在21MHz频段进行USB通话时可以实际占用的频率为：|B||[A]21.125-21.45MHz|[B]21.125-21.45MHz，除去21.1495-21.1505|[C]21-21.45MHz|[D]21-21.35MHz
LK0168|短波业余电台在24MHz频段进行USB通话时可以实际占用的频率为：|C||[A]24.928-24.988MHz|[B]24.9205-24.99MHz|[C]24.9305-24.99MHz|[D]24.890-24.98MHz
LK0169|短波业余电台在29MHz频段进行USB通话时可以实际占用的频率为：|C||[A]28-29.7MHz|[B]28.250-29.7MHz|[C]28.3-29.3MHz|[D]28.2-29.6MHz
LK0170|短波业余电台在29MHz频段进行FM通话时可以实际占用的频率为：|B||[A]29.3-29.7MHz|[B]29.51-29.7MHz|[C]28-29.7MHz|[D]28.3-29.510MHz z
LK0272|按照有关规定，144MHz和430MHz频段业余中继台的上下行频差应分别为：|A||[A]0.6MHz、5MHz。|[B]2MHz、10MHz|[C]7.5MHz、10MHz|[D]5MHz、5MHz
LK1033|28MHz业余频段中留给业余卫星通信、话音及其他通信方式不应占用的频率段为：|A||[A]29.3MMz至29.51MHz|[B]29.15MHz至29.35MHz|[C]28.3MHz至28.61MHz|[D]28.7MHz至28.95MHz
LK0263|为什么不能在低于1.2GHz的业余频段进行常规的ATV通信？|D||[A]多数话音通信集中在较低频段，易对ATV通信产生严重干扰|[B]多数话音通信集中在较低频段，而ATV画面发射时间通常较长，所以要主动避让|[C]频率越高，ATV传输画面的质量越稳定|[D]ATV通信需占5MHz左右带宽，较低业余频段不足以容纳
LK0124|商用业余单边带电台的语音信号通道为300-3000Hz，高音频部分衰减很大。如果希望对设备进行改装，以将信号带宽扩展到30-16000Hz，大大提升信号质量。可行的方案是：|A||[A]放弃该目标，不应超越业务性质所允许的必要带宽最低值|[B]将原单边带信道的晶体滤波器更换为带宽更宽的滤波器|[C]在话筒电路中增加分段可控音频均衡电路以提升话筒信号的高音分量|[D]配用广播级超高音质话筒
