LK0111|无线电业余业务是供业余无线电爱好者作下列用途的无线电通信业务：|D||[A]娱乐休闲、报告路况和公益服务|[B]救灾抢险、车队联络和技术学习|[C]技术教学、民兵训练和公益通信|[D]自我训练、相互通信和技术研究
LK0009|业余无线电台供下列人群设置和使用：|B||[A]对用无线电台解决日常通信有实际需求的任何公民、社团和单位|[B]业余无线电爱好者，即经正式批准的、对无线电技术有兴趣的人，其兴趣纯系个人爱好而不涉及谋取利润|[C]业余无线电爱好者，即任何对无线电技术有兴趣的人|[D]对无线电技术不感兴趣，但希望把业余无线电台用于业余消遣的公民
LK0051|“我不是业余无线电爱好者，申请设置业余电台只是为了行车方便，不需要遵守业余无线电的规范”。这种说法：|B||[A]很难说对错，业余电台的定义可以因人而异|[B]是错误的，也是不具备“熟悉无线电管理规定”设台条件的表现|[C]有一定道理，只要是遵守规定，业余电台也可以为非业余无线电爱好者所用|[D]有一定道理，既然行车通信有需求，法规管理应该迎合个人需求
LK0052|个人提出设置使用业余无线电台申请，就是表示自己对无线电技术发生了兴趣，确认了自己在有关业余无线电台活动中的身份是：|D||[A]汽车俱乐部会员，但不是业余无线电爱好者|[B]旅游爱好者，但不是业余无线电爱好者|[C]其他职业人员，但不是业余无线电爱好者|[D]业余无线电爱好者，但可以是正在起步的初学者
LK0112|符合业余无线电爱好者基本条件的人群是：|B||[A]拥有较高无线电技术水平并加入业余无线电协会的人|[B]对无线电技术有兴趣并经无线电管理机构批准设置使用业余无线电台的人|[C]对无线电技术有兴趣并加入业余无线电协会的人|[D]任何对无线电技术有兴趣的公民
LK0013|不同类别业余无线电台的主要区别在于：|C||[A]所用业余无线电台设备的功能和价格|[B]设置和操作人员的业余无线电知识和技术水平|[C]允许发射的频率范围和最大发射功率|[D]所用业余无线电台的天线的高度和长度
LK0014|A类业余无线电台允许发射的发射频率为：|D||[A]各VHF和UHF频段|[B]各业余业务和卫星业余业务频段|[C]所有VHF和UHF频段|[D]30-3000MHz范围内的各业余业务和卫星业余业务频段
LK0017|A类业余无线电台允许发射的最大发射功率为不大于：|A||[A]25瓦|[B]30MHz以上业余频段不大于100瓦，30MHz以下业余频段不大于25瓦|[C]100瓦|[D]30MHz以下业余频段不大于100瓦，30MHz以上业余频段不大于25瓦
LK0026|个人申请设置具有发信功能的业余无线电台的年龄条件是：|D||[A]具备《业余无线电台操作证书》者申请设置业余无线电台不受年龄限制|[B]年满十六周岁|[C]年满十四周岁|[D]年满十八周岁
LK0027|独立操作具有发信功能业余无线电台的年龄条件是：|C||[A]年满十八周岁|[B]年满十四周岁|[C]具备《业余无线电台操作证书》者操作业余无线电台不受年龄限制|[D]年满十六周岁
LK0041|申请设置业余无线电台应当具备的条件有：|D||[A]熟悉无线电管理规定、具备当地无线电管理机构委托的考试机构设置的操作技术能力标准、发射设备符合国家技术标准、法律和行政法规规定的其他条件|[B]熟悉无线电管理规定、具备国家规定的操作技术能力、发射设备符合国家技术标准、当地无线电管理机构委托的受理机构设置的其他条件|[C]加入指定协会、具备当地无线电管理机构规定的操作技术能力、发射设备符合国家技术标准、法律和行政法规规定的其他条件|[D]熟悉无线电管理规定、具备国家规定的操作技术能力、发射设备符合国家技术标准、法律和行政法规规定的其他条件
LK0042|使用业余无线电台应当具备的条件有：|D||[A]使用具有发信功能的业余无线电台的，应当年满十八周岁|[B]具备国家或地方无线电管理机构核发的业余无线电台执照|[C]熟悉无线电管理规定、实际上具备国家规定的操作技术能力但不必需取得相应的证明|[D]熟悉无线电管理规定、具备国家规定的操作技术能力并取得相应操作技术能力证明
LK0020|负责组织A类和B类业余无线电台所需操作技术能力的验证的机构是：|A||[A]国家无线电管理机构和地方无线电管理机构（或其委托单位）|[B]地方业余无线电协会|[C]地方无线电管理机构（或其委托单位）|[D]地方教育、体育机构及其相关民间组织
LK0022|2013年1月1日以后新获得的各类业余无线电台操作技术能力证明文件是：|B||[A]中国无线电运动协会颁发的“业余无线电台操作证书”|[B]中国无线电协会颁发的“业余无线电台操作证书”|[C]地方无线电协会或者其他业余无线电民间组织出具的盖有公章的证明信件|[D]地方无线电协会或者其他业余无线电民间组织颁发的“业余无线电台操作证书”
LK0043|申请设置和使用业余无线电台的条件所规定的“具备国家规定的操作技术能力”，其标志为：|D||[A]取得相应操作技术能力证明，即地方业余无线电协会所颁发的业余无线电台操作证书|[B]业余无线电爱好者公认具备国家规定的操作技术能力的人，可以免交相应的操作技术能力证明|[C]境外无线电管理机构颁发或者开具的业余无线电台执照或证书也可以作为具备国家规定的操作技术能力的证明|[D]取得相应操作技术能力证明，即中国无线电协会颁发的业余无线电台操作证书
LK0006|合法设置业余电台的必要步骤是：|A||[A]按《业余无线电台管理办法》的规定办理设置审批手续，并取得业余电台执照|[B]经过所在单位或居委会批准|[C]经过业余无线电协会或无线电运动协会同意|[D]加入指定的业余无线电民间组织,并按其章程规定的办法办理申请手续
LK0010|按照《业余电台管理办法》规定，申请设置使用配备有多台业余无线电发射设备的业余无线电台，应该：|A||[A]视为一个业余电台，指配一个电台呼号，但所有设备均应经过核定并将参数载入电台执照|[B]视为一个业余电台，指配一个电台呼号，其中只需有一台设备加以核定并将参数载入电台执照|[C]视为一个业余电台，指配一个电台呼号，每个频段选择一台设备加以核定并将参数载入电台执照|[D]每台设备视为一个业余电台，各指配一个电台呼号，并都应经过核定并将参数载入电台执照
LK0023|个人申请设置业余无线电台应当提交的书面材料为：|D||[A]本人写的申请书，身份证和操作证书的原件、复印件|[B]三种表格，身份证的原件、复印件|[C]一种表格，身份证和操作证书的原件、复印件|[D]两种表格，身份证和操作证书的原件、复印件
LK0028|申请设置下列业余无线电台时应在《业余无线电台设置（变更）申请表》 的“台站种类”选择“特殊”类：|D||[A]用于业余卫星通信的地面业余无线电台|[B]需要到外地移动操作的手持台|[C]移动操作的车载台|[D]中继台、信标台、空间台
LK0029|申请设置信标台、空间台和技术参数需要超出管理办法规定的特殊业余电台的办法为：|D||[A]先按设置一般业余电台的办法申请，然后再到本地无线电管理机构办理变更执照核定内容|[B]按照设置一般业余电台的办法申请即可，然后根据需要操作就可以|[C]必须由地方业余无线电协会作为申请单位，经本地无线电管理机构办理批准设台|[D]在《业余无线电台设置（变更）申请表》 的“台站种类”选择“特殊”类，由地方无线电管理机构受理和初审后交国家无线电管理机构审批
LK0030|负责受理设置业余无线电台申请的机构为：|D||[A]任何地方业余无线电民间组织|[B]国家无线电管理机构|[C]中国无线电协会|[D]设台地地方无线电管理机构或其正式委托的代理受理服务机构
LK0031|设置在省、自治区、直辖市范围内通信的业余无线电台，审批机构为：|C||[A]国家无线电管理机构|[B]设台地的地方无线电民间机构|[C]设台地的地方无线电管理机构|[D]设台地的地方无线电管理机构所委托的其他单位
LK0032|设置通信范围涉及两个以上的省、自治区、直辖市或者涉及境外的一般业余无线电台，审批机构是下列中：|D||[A]国家无线电管理机构委托的设台地地方无线电民间组织|[B]设台地的地方无线电民间组织|[C]设台地地方无线电管理机构|[D]国家无线电管理机构或其委托的设台地的地方无线电管理机构
LK0033|按照在省、自治区、直辖市范围内通信所申请设置的业余无线电台，如想要将通信范围扩大至涉及两个以上的省、自治区、直辖市或者涉及境外，或者要到设台地以外进行异地发射操作，须办理下列手续：|A||[A]事先向核发执照的无线电管理机构申请办理变更手续，按相关流程经国家无线电管理机构或其委托的设台地的地方无线电管理机构批准后，换发业余无线电台执照|[B]只要不会被发现，可以不申请办理变更手续，悄悄越限操作|[C]反正已经有了电台执照，可先扩大操作起来，等执照有效期届满时再申请办理变更手续，换发业余无线电台执照|[D]反正已经有了电台执照，只需向核发执照的无线电管理机构通报变更情况即可，不必申请办理变更和换发执照
LK0044|业余无线电台执照有效期届满后需要继续使用的，应当在下列期限内向核发执照的无线电管理机构申请办理延续手续：|A||[A]有效期届满一个月前|[B]有效期届满一个月之内|[C]有效期届满二十天前|[D]有效期届满三个月之内
LK0045|因改进或调整业余发射设备使业余无线电台的技术参数超出其业余无线电台执照所核定的范围时，应当办理下列手续：|A||[A]及时向核发执照的无线电管理机构申请办理变更手续，换发业余无线电台执照|[B]只要设备型号和产品序列号没有改变，不必申请办理变更手续|[C]只需及时向核发执照的无线电管理机构通报变更情况，进行备案即可|[D]等执照有效期届满时向核发执照的无线电管理机构申请办理变更手续，换发业余无线电台执照
LK0046|终止使用业余无线电台的，应当向下列机构申请注销执照：|C||[A]受国家无线电管理机构委托的全国性业余无线电民间组织|[B]国家无线电管理机构|[C]核发业余无线电台执照的无线电管理机构|[D]受国家无线电管理机构委托的地方业余无线电民间组织
LK0089|经地方无线电管理机构批准设置的业余无线电台，设台地迁入其他省、自治区或者直辖市时，应办理的手续为：|D||[A]持原电台执照直接到迁入地的地方无线电管理机构申请办理变更手续|[B]持原电台执照直接到原核发执照的无线电管理机构申请办理变更手续|[C]不需要办理任何手续|[D]先到原核发执照的无线电管理机构办理申请注销原业余无线电台，再到迁入地的地方无线电管理机构办理申请设置业余无线电台的手续
LK0090|经国家无线电管理机构批准设置的业余无线电台，设台地迁入其他省、自治区或者直辖市时，应办理的手续为：|A||[A]先到原核发执照的无线电管理机构申请办理注销手续，缴回原电台执照，领取国家无线电管理机构已批准设台的证明，凭证明到迁入地的地方无线电管理机构完成申请变更手续，领取新电台执照|[B]持原电台执照直接到迁入地的地方无线电管理机构申请办理变更手续|[C]持原电台执照直接到原核发执照的无线电管理机构申请办理变更手续|[D]不需要办理任何手续
LK0024|业余无线电台专用无线电发射设备的重要特征是：|A||[A]发射频率不得超出业余频段|[B]发射方式必须包含调频|[C]必须具有数字对讲方式|[D]发射频率必须覆盖所有业余频段
LK0025|业余无线电发射设备的下列指标必须符合国家的相关规定：|C||[A]指配频带和必要带宽|[B]频率调制频偏和调制度|[C]频率容限和杂散域发射功率|[D]频率容限和带外发射
LK0038|业余无线电台使用的发射设备必须符合下列条件：|C||[A]国产商品设备应当具备《无线电发射设备型号核准证》，国外商品设备符合国际流行技术标准即可|[B]商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备不受限制|[C]商品设备应当具备《无线电发射设备型号核准证》，自制、改装、拼装设备应通过国家相关技术标准的检测|[D]必须具备《无线电发射设备型号核准证》
LK0039|对业余无线电台专用无线电发射设备进行型号核准的依据为：|B||[A]经国家认证的检测单位所制订的技术标准|[B]国家《无线电频率划分规定》中有关无线电发射设备技术指标的规定|[C]地方无线电管理机构制订的技术标准|[D]国家关于专业无线电通信发射设备的技术标准
LK0040|业余无线电台专用无线电发射设备的发射频率必须满足的条件是：|D||[A]发射频率可以在业余频段和非业余频段之间选择|[B]发射频率包含所有业余业务或者卫星业余业务频段|[C]发射频率包含至少一个业余业务或者卫星业余业务频段|[D]发射频率不能超越业余业务或者卫星业余业务频段
LK0116|业余电台的无线电发射设备应符国家规定的下列主要技术指标：|C||[A]杂散发射不低于最大允许功率电平、频率漂移不低于频率容限、电源利用效率满足节能要求|[B]工作频率范围足够宽、杂散发射不低于最大允许功率电平、带宽大于允许最低值|[C]符合频率容限、符合杂散发射最大允许功率电平|[D]杂散发射不低于最大允许功率电平、电源电压及频率符合国家电网标准、采用标准天线阻抗
LK0117|频率容限是发射设备的重要指标，通常用下述单位来表示：|A||[A]百万分之几（或者赫兹）|[B]瓦|[C]dB|[D]百分之几（或者兆赫）
LK0118|杂散域发射功率是发射设备的重要指标，通常用下述单位来表示：|A||[A]绝对功率dBm、低于载波发射功率的分贝值dBc、低于PEP发射功率的相对值dB|[B]绝对功率（瓦）|[C]百分之几|[D]千赫（或者赫芝）
LK0125|辐射（radiation）是指任何源的能量流以无线电波的形式向外发出。正确的说法是：|D||[A]射频电路中变压器内磁芯里的磁场是一种辐射|[B]沿电源线窜入接收机的差模干扰是一种辐射|[C]射频电路中电容器内极板间的电场是一种辐射|[D]闪电产生的电磁波干扰是一种辐射
LK0126|发射（emission）是指：由无线电发信电台产生的辐射或辐射产物。正确的说法是：|A||[A]业余电台向周围发送的杂散产物是一种发射|[B]无线电接收机本地振荡器辐射的能量是一种发射|[C]医用高频电疗机向周围发送的无线电波能量是一种发射|[D]闪电产生的电磁波干扰是一种发射
LK0137|杂散发射是指必要带宽之外的一个或多个频率的发射，其发射电平可降低而不致影响相应信息的传输。一台发射机，工作频率为145.000MHz，但在435.000MHz的频率上也有发射。这种发射属于：|A||[A]杂散发射|[B]带内发射|[C]谐波发射|[D]带外发射
LK0139|业余无线电专用发射设备必须满足的主要技术指标要求包括：|C||[A]频率容限和杂散辐射不超过限值，发射频率包括国家规定的业余频率|[B]发射功率不低于功率限额，输出阻抗符合工业标准|[C]频率容限和杂散辐射不超过限值，发射频率不超出国家规定的业余频率|[D]频率容限不低于限值，杂散辐射不超过限值，发射频率不超出国家规定的业余频率
LK0047|业余无线电台使用的频率应当符合下述规定：|B||[A]ITU《无线电规则》第IV节“频率划分表”|[B]《中华人民共和国无线电频率划分规定》|[C]IARU三区“频率规划”|[D]一般业余无线电书籍所叙述的频率
LK0048|业余无线电台在业余业务、卫星业余业务作为次要业务使用的频率或者与其他主要业务共同使用的频率上发射操作时，应当注意：|A||[A]遵守无线电管理机构对该频率的使用规定|[B]只要遵守了《中华人民共和国无线电频率划分规定》的有关规定即可放心使用|[C]可以任意使用，但在遇到其他业务电台使用时要主动避让|[D]首先守听频率是否已由其他业务电台占用，如听不到，即可按照先来先用的原则放心使用
LK0049|关于业余频率的使用，正确的叙述是：|B||[A]业余无线电台在无线电管理机构核准其使用的频段内，不同类别的业余电台享有不同优先程度的频率使用权|[B]业余无线电台在无线电管理机构核准其使用的频段内，享有平等的频率使用权|[C]依法成立的地方业余无线电民间组织的业余电台，在其常用的台网频率上享有比其他个人设置的业余电台优先的使用权|[D]任何业余无线电台在任何频段都享有平等的频率使用权
LK0113|在无线电管理中，由国家将某个特定的频带列入频率划分表，规定该频带可在指定的条件下供业余业余业务或者卫星业余业务使用，这个过程称为：|B||[A]授权|[B]划分|[C]指配|[D]分配
LK0114|在无线电管理中，将无线电频率或频道规定由一个或多个部门，在指定的区域内供地面或空间无线电通信业务在指定条件下使用，这个过程称为：|C||[A]指配|[B]划分|[C]分配|[D]授权
LK0115|在无线电管理中，将无线电频率或频道批准给具体的业余无线电台在规定条件下使用，这个过程称为：|D||[A]分配|[B]划分|[C]授权|[D]指配
LK0140|在频率划分表中，一个频带被标明划分给多种业务时，这些业务被分为下述类别：|D||[A]民用业务和军用业务|[B]业余业务和非业余业务|[C]安全业务和一般业务|[D]主要业务和次要业务
LK0141|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台应该遵循的规则是：|D||[A]可要求保护不受来自主要业务电台的有害干扰|[B]不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|[C]容许因设备技术问题对主要业务电台产生短时间有害干扰|[D]不得对主要业务电台产生有害干扰
LK0142|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|B||[A]不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|[B]不得对来自主要业务电台的有害干扰提出保护要求|[C]可要求保护不受来自主要业务电台的有害干扰|[D]容许因设备技术问题对主要业务电台产生短时间有害干扰
LK0143|在频率划分表中，当一个频段划分给业余业务或卫星业余业务和多个其他业务，并且业余业务和卫星业余业务作为次要业务时，业余无线电台遵循的规则是：|D||[A]可要求保护不受来自主要业务电台的有害干扰|[B]不得对来自同一业务或其他次要业务电台的有害干扰提出保护要求|[C]容许因设备技术问题对主要业务电台产生短时间有害干扰|[D]可要求保护不受来自同一业务或其他次要业务电台的有害干扰
LK1112|VHF段的频率范围是多少？|B||[A]300到3000MHz|[B]30到300MHz|[C]30到300kHz|[D]300到3000kHz
LK1113|UHF段的频率范围是多少？|B||[A]30到300MHz|[B]300到3000MHz|[C]30到300kHz|[D]300到3000kHz
LK1114|HF段的频率范围是多少？|C||[A]300到3,000kHz|[B]30到300MHz|[C]3到30MHz|[D]300到3,000MHz
LK0144|我国分配给业余业务和卫星业余业务专用的频段有：|C||[A]7MHz、14MHz、28MHz、144MHz、430MHz频段|[B]7MHz、14MHz、21MHz、28MHz、144MHz频段|[C]7MHz、14MHz、21MHz、28MHz、47GHz频段|[D]3.5MHz、14MHz、21MHz、28MHz、10GHz频段
LK0146|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为主要业务的VHF和UHF频段有：|D||[A]220MHz、430MHz|[B]50MHz、430MHz|[C]144MHz、430MHz|[D]50MHz、144MHz
LK0147|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为唯一主要业务的频段的个数以及在3GHz以下的该类频段分别为：|A||[A]3个，144-146MHz|[B]5个，28-29.7MHz|[C]5个，50-54MHz|[D]4个，7.0-7.2MHz
LK0148|我国分配给业余业务和卫星业余业务与其他业务共用、并且业余业务和卫星业余业务作为次要业务的1200MHz以下频段有：|B||[A]10.1MHz、24.89MHz、430MHz|[B]135.7kHz、10.1MHz、430MHz|[C]3.5MHz、18.068MHz、144MHz|[D]3.5MHz、7MHz、50MHz
LK0157|俗称的6米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|C||[A]52-56MHz，次要业务|[B]51-54MHz，专用|[C]50-54MHz，主要业务|[D]50-52MHz，次要业务
LK0158|俗称的2米业余波段的频率范围以及我国业余业务和卫星业余业务的使用状态分别为：|D||[A]144-148MHz；次要业务|[B]144-146MHz；专用|[C]144-148MHz；其中144-146MHz为专用，146-148MHz为次要业务|[D]144-148MHz；其中144-146MHz为唯一主要业务，146-148MHz为与其他业务共同作为主要业务
LK0159|俗称的0.7米业余波段的频率范围以及业余业务和卫星业余业务的使用状态分别为：|B||[A]430-440MHz，主要业务|[B]430-440MHz，次要业务|[C]420-470MHz，次要业务|[D]430-440MHz，专用
LK0160|在我国和多数其他国家的频率分配中，业余业务在430-440MHz频段中作为次要业务与其他业务共用。这个频段中我国分配的主要业务是：|A||[A]无线电定位和航空无线电导航|[B]水上移动和航空移动|[C]固定业务|[D]移动业务
LK0171|VHF业余无线电台在144MHz频段进行本地联络时应避免占用的频率为：|D||[A]144.035-145.8MHz|[B]144.035-144.053MHz和145.550-145.750MHz|[C]144.050-144.053MHz和145.100-145.750MHz|[D]144-144.035MHz和145.8-146MHz
LK0172|UHF业余无线电台在430MHz频段进行本地联络时应避免占用的频率为：|B||[A]430-431.9MHz和432.240-435MHz|[B]431.9-432.240MHz和435-438MHz|[C]431-432MHz和438-440MHz|[D]430-431.2MHz和435-436MHz
LK1031|430MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|A||[A]435MHz至438MHz|[B]432MHz至434MHz|[C]433MHz至435MHz|[D]438MHz至439MHz
LK1032|144MHz业余频段中留给业余卫星通信使用，话音及其他通信方式不应占用的频率段为：|D||[A]144.2MHz至144.5MHz|[B]144.8MHz至145MHz|[C]145.4MHz至144.6MHz|[D]145.8MHz至146MHz
LK0077|《业余无线电台管理办法》规定业余无线电台设置、正确使用业余无线电台呼号的办法规是：|C||[A]业余电台在通信中可以用自造的呼号作为无线电管理机构指配的业余电台呼号的补充，一起作为电台的标识|[B]业余电台在通信中可以用姓名、代号、适当的别名或者法规定呼号的部分数字和字母代替完整的业余电台呼号作为电台的标识|[C]业余无线电台应当在每次通信建立及结束时，主动报出本台呼号，在发射过程中至少每十分钟报出本台呼号一次；对于通信对方，也应使用对方电台的呼号加以标识|[D]业余电台在和熟悉的通信对象联络、已经从信号特征确认双方业余电台身份时，可以省略呼号的发送
LK0078|业余无线电台应当在每次通信建立及结束时，主动报出本台呼号，在发射过程中至少每十分钟报出本台呼号一次。这里的“呼号”是指：|A||[A]完整的电台呼号，如在设台地以外的地点进行异地发射操作，还应在前面加上字母B、操作地分区号和符号“/”|[B]可以是完整的电台呼号，也可以是电台呼号的分区号加后缀|[C]一般指无线电管理机构指配的电台呼号，但也可以是对方能够理解的民间自创呼号、代号、代码等|[D]可以是完整的电台呼号，也可以是完整电台呼号的任何一部分
LK0080|业余无线电台呼号的指配流程是：|A||[A]无线电管理机构核发业余无线电台执照时，同时指配业余无线电台呼号|[B]在向无线电管理机构委托的受理服务机构提交设台申请窗口后，由服务机构指配呼号|[C]无线电管理机构核发业余无线电台执照后，由申请人再向其申请指配呼号|[D]业余无线电台设台人在提交设台申请的同时提出所要求指配的呼号，经服务机构同意后，报无线电管理机构正式指配
LK0081|业余无线电爱好者对业已指配给自己的电台呼号不满意，是否可以申请另行指配业余无线电台呼号？|D||[A]业余无线电台执照有效期届满、设台人向核发执照的无线电管理机构申请办理延续手续时可以申请另行指配业余无线电台呼号|[B]可以申请另行指配业余无线电台呼号，但须缴纳额外的费用|[C]更新所设置的业余无线电台类别时可以申请另行指配业余无线电台呼号|[D]不可以。核发业余无线电台执照的无线电管理机构已经为申请人指配业余无线电台呼号的，不另行指配其他业余无线电台呼号
LK0082|各地业余无线电台呼号前缀字母和后缀字符的可用范围的确定方法是：|C||[A]地方无线电管理机构根据当地呼号资源的使用情况自行分配|[B]由业余无线电爱好者根据需求提出建议，当地无线电管理机构批准|[C]由国家无线电管理机构编制和分配|[D]地方无线电民间组织提出建议，当地无线电管理机构批准
LK0083|业余无线电爱好者是否可要求设台地所在地方无线电管理机构给予指配超出业已分配给该地方的前缀字母和后缀字符可用范围的业余无线电台呼号？|A||[A]不能，特殊业余无线电台呼号只能由国家无线电管理机构指配|[B]可以，但只限于与在当地所举办的大型国际或国家级活动有关的特殊电台|[C]可以，但只限于与当地政府组织的大型科技活动有关的特殊电台|[D]可以，但只限于当地业余无线电台参加国际重要业余无线电活动的特殊情况
LK0091|设台地迁入其他省、自治区或者直辖市时，业余电台呼号的指配方法为：|C||[A]必须继续指配原来的电台呼号|[B]必须指配迁入地的新电台呼号|[C]由设台人选择：方法一，注销原电台呼号，指配迁入地的新电台呼号；方法二，申请在迁入地继续指配原来的电台呼号|[D]可以在保留原电台呼号的同时申请指配迁入地的新电台呼号
LK0092|设台地迁入其他省、自治区或者直辖市时，申请在迁入地继续指配原来的电台呼号的手续为：|D||[A]不需办理任何手续即可把原电台呼号带到迁入地继续使用|[B]只需到迁入地的地方无线电管理机构申请申请办理为迁移后的电台继续使用原电台呼号的全部手续|[C]只需到原核发执照的无线电管理机构申请申请办理为迁移后的电台继续使用原电台呼号的全部手续|[D]先到原核发执照的无线电管理机构申请办理注销手续，缴回原电台执照，取得由迁入地指配原业余无线电台呼号的书面同意，再到迁入地的地方无线电管理机构办理相应的手续、重新指配原电台呼号，领取新的电台执照
LK1072|在实际通信中，是否可以把本台呼号的地区号码加后缀视作《业余电台管理办法》所说的“本台呼号”？|A||[A]不可以。不完整呼号不具有呼号的属性，不能视作呼号|[B]在VHF/UHF频段进行本地呼叫和联络时可以把不完整呼号视作“呼号”|[C]在HF频段进行国内呼叫和联络时可以把不完整呼号视作“呼号”|[D]在熟悉的友台之间呼叫和联络中可以把不完整呼号视作“呼号”
LK0079|由国家无线电管理机构批准设台的北京火腿的电台呼号为BH1AAA，把电台带到西安去使用，则本台呼号应该为：|A||[A]B9/BH1AAA|[B]BH1AAA/9|[C]BH1AAA/B9|[D]B1/BH9AAA
LK0084|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者到业余无线电台BH9YYY做客并在该台进行发射操作。应当使用的呼号为：|D||[A]BH1ZZZ或者B9/BH1ZZZ|[B]BH9/BH1ZZZ或者BH1ZZZ|[C]BH1ZZZ/9或者BH1ZZZ/BH9|[D]BH9YYY或者B9/BH1ZZZ
LK0086|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者将自己的业余无线电台带到湖南进行异地发射操作。应当使用的呼号为：|C||[A]BH1ZZZ/B7|[B]BH1ZZZ|[C]B7/BH1ZZZ|[D]BH7/BH1ZZZ
LK0087|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者到业余无线电台BH3YYY做客并并在该台进行发射操作。这种发射操作在业余无线电台管理中称为：|B||[A]移动发射操作|[B]客席发射操作|[C]异地发射操作|[D]违章发射操作
LK0088|某业余无线电爱好者，自己所设置的业余无线电台呼号为BH1ZZZ。现该爱好者将自己的业余无线电台带到广东进行发射操作。这种发射操作在业余无线电台管理中称为：|B||[A]临时发射操作|[B]异地发射操作|[C]客席发射操作|[D]违章发射操作
LK0093|BH1ZZZ由北京迁入河北省，并办妥了由河北无线电管理机构指配使用原电台呼号的全部手续，领取了新的业余无线电台执照。该台在日常通信时应使用呼号：|C||[A]固定台址发射操作用BH1ZZZ，移动发射操用B3/BH1ZZZ|[B]可任选使用呼号B3/BH1ZZZ或者BH1ZZZ|[C]B3/BH1ZZZ|[D]BH1ZZZ
LK0056|某业余电台操作者听到业余专用频率上出现某种显然出自非业余电台的人为干扰发射，于是按下话筒向该发射者宣传无线电管理法规知识。对这种做法的评论应该是：|A||[A]错误；违反“业余无线电台的通信对象应当限于业余无线电台”规定。|[B]正确；但有点条乱，不予提倡|[C]正确；抓机遇宣传法规，应该提倡|[D]正确；但需注意态度耐心、用语文明
